year,load_time,state_alpha,county_ansi,util_practice_desc,state_ansi,reference_period_desc,asd_desc,state_name,domain_desc,sector_desc,end_code,county_name,region_desc,prodn_practice_desc,domaincat_desc,class_desc,location_desc,agg_level_desc,asd_code,freq_desc,group_desc,Value,unit_desc,zip_5,statisticcat_desc,county_code,begin_code,week_ending,watershed_desc,country_name,short_desc,state_fips_code,commodity_desc,source_desc,watershed_code,congr_district_code,CV (%),country_code
2002,2012-01-01 00:00:00.000,IA,081,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,HANCOCK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, HANCOCK",COUNTY,20,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,081,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,091,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,HUMBOLDT,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, HUMBOLDT",COUNTY,20,ANNUAL,FIELD CROPS,4,OPERATIONS,,AREA HARVESTED,091,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,(L),9000
2017,2018-02-01 00:00:00.000,IA,091,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,HUMBOLDT,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, HUMBOLDT",COUNTY,20,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,091,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2022,2024-07-02 12:00:00.000,IA,109,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,KOSSUTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,20,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,109,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,109,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,KOSSUTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,20,ANNUAL,FIELD CROPS,11,OPERATIONS,,AREA HARVESTED,109,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,109,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,KOSSUTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,20,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,109,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,109,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,KOSSUTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,20,ANNUAL,FIELD CROPS,6,OPERATIONS,,AREA HARVESTED,109,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,109,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,KOSSUTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, KOSSUTH",COUNTY,20,ANNUAL,FIELD CROPS,4,OPERATIONS,,AREA HARVESTED,109,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,131,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,MITCHELL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,20,ANNUAL,FIELD CROPS,4,OPERATIONS,,AREA HARVESTED,131,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,131,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,MITCHELL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,20,ANNUAL,FIELD CROPS,5,OPERATIONS,,AREA HARVESTED,131,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,131,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,MITCHELL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,20,ANNUAL,FIELD CROPS,4,OPERATIONS,,AREA HARVESTED,131,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,131,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,MITCHELL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,20,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,131,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,131,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,MITCHELL,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, MITCHELL",COUNTY,20,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,131,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,189,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WINNEBAGO,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WINNEBAGO",COUNTY,20,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,189,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2022,2024-07-02 12:00:00.000,IA,195,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WORTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,20,ANNUAL,FIELD CROPS,6,OPERATIONS,,AREA HARVESTED,195,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,195,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WORTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,20,ANNUAL,FIELD CROPS,9,OPERATIONS,,AREA HARVESTED,195,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,195,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WORTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,20,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,195,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,195,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WORTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,20,ANNUAL,FIELD CROPS,5,OPERATIONS,,AREA HARVESTED,195,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,195,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WORTH,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WORTH",COUNTY,20,ANNUAL,FIELD CROPS,5,OPERATIONS,,AREA HARVESTED,195,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,197,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WRIGHT,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WRIGHT",COUNTY,20,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,197,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2007,2012-01-01 00:00:00.000,IA,197,GRAIN,19,YEAR,NORTH CENTRAL,IOWA,TOTAL,CROPS,00,WRIGHT,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTH CENTRAL, WRIGHT",COUNTY,20,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,197,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2012,2012-12-31 00:00:00.000,IA,005,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,ALLAMAKEE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, ALLAMAKEE",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,005,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2022,2024-07-02 12:00:00.000,IA,013,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BLACK HAWK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BLACK HAWK",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,013,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2007,2012-01-01 00:00:00.000,IA,013,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BLACK HAWK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BLACK HAWK",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,013,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,017,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BREMER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,017,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,017,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BREMER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,30,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,017,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,017,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BREMER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,017,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,017,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BREMER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,30,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,017,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,017,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BREMER,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BREMER",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,017,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,019,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BUCHANAN,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BUCHANAN",COUNTY,30,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,019,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2007,2012-01-01 00:00:00.000,IA,019,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,BUCHANAN,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, BUCHANAN",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,019,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,037,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CHICKASAW,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CHICKASAW",COUNTY,30,ANNUAL,FIELD CROPS,11,OPERATIONS,,AREA HARVESTED,037,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,037,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CHICKASAW,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CHICKASAW",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,037,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,037,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CHICKASAW,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CHICKASAW",COUNTY,30,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,037,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,037,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CHICKASAW,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CHICKASAW",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,037,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2017,2018-02-01 00:00:00.000,IA,043,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CLAYTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CLAYTON",COUNTY,30,ANNUAL,FIELD CROPS,6,OPERATIONS,,AREA HARVESTED,043,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,043,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CLAYTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CLAYTON",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,043,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2002,2012-01-01 00:00:00.000,IA,043,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,CLAYTON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, CLAYTON",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,043,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,055,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,DELAWARE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, DELAWARE",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,055,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,055,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,DELAWARE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, DELAWARE",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,055,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,055,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,DELAWARE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, DELAWARE",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,055,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,055,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,DELAWARE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, DELAWARE",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,055,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,061,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,DUBUQUE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, DUBUQUE",COUNTY,30,ANNUAL,FIELD CROPS,6,OPERATIONS,,AREA HARVESTED,061,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,(L),9000
2022,2024-07-02 12:00:00.000,IA,065,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,FAYETTE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,30,ANNUAL,FIELD CROPS,15,OPERATIONS,,AREA HARVESTED,065,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,065,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,FAYETTE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,30,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,065,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,065,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,FAYETTE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,30,ANNUAL,FIELD CROPS,5,OPERATIONS,,AREA HARVESTED,065,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,065,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,FAYETTE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,30,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,065,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2002,2012-01-01 00:00:00.000,IA,065,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,FAYETTE,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, FAYETTE",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,065,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,089,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,HOWARD,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, HOWARD",COUNTY,30,ANNUAL,FIELD CROPS,6,OPERATIONS,,AREA HARVESTED,089,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2017,2018-02-01 00:00:00.000,IA,089,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,HOWARD,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, HOWARD",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,089,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,32.9,9000
2012,2012-12-31 00:00:00.000,IA,089,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,HOWARD,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, HOWARD",COUNTY,30,ANNUAL,FIELD CROPS,7,OPERATIONS,,AREA HARVESTED,089,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,089,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,HOWARD,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, HOWARD",COUNTY,30,ANNUAL,FIELD CROPS,3,OPERATIONS,,AREA HARVESTED,089,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,191,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,WINNESHIEK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, WINNESHIEK",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,191,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,14.4,9000
2012,2012-12-31 00:00:00.000,IA,191,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,WINNESHIEK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, WINNESHIEK",COUNTY,30,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,191,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,19.1,9000
2007,2012-01-01 00:00:00.000,IA,191,GRAIN,19,YEAR,NORTHEAST,IOWA,TOTAL,CROPS,00,WINNESHIEK,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, NORTHEAST, WINNESHIEK",COUNTY,30,ANNUAL,FIELD CROPS,2,OPERATIONS,,AREA HARVESTED,191,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,,9000
2022,2024-07-02 12:00:00.000,IA,009,GRAIN,19,YEAR,WEST CENTRAL,IOWA,TOTAL,CROPS,00,AUDUBON,,IRRIGATED,NOT SPECIFIED,ALL CLASSES,"IOWA, WEST CENTRAL, AUDUBON",COUNTY,40,ANNUAL,FIELD CROPS,1,OPERATIONS,,AREA HARVESTED,009,00,,,UNITED STATES,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",19,CORN,CENSUS,00000000,,(L),9000
