short_desc,watershed_desc,country_name,commodity_desc,source_desc,state_fips_code,watershed_code,congr_district_code,CV (%),country_code,zip_5,statisticcat_desc,begin_code,county_code,week_ending,asd_code,group_desc,freq_desc,Value,unit_desc,prodn_practice_desc,domaincat_desc,location_desc,class_desc,agg_level_desc,end_code,county_name,region_desc,asd_desc,state_name,domain_desc,sector_desc,state_ansi,reference_period_desc,year,load_time,state_alpha,county_ansi,util_practice_desc
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,099,,50,FARMS & LAND & ASSETS,ANNUAL,"183,816",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, JASPER","LAND USE, CROPLAND",COUNTY,00,JASPER,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,099,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,127,,50,FARMS & LAND & ASSETS,ANNUAL,"161,545",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, MARSHALL","LAND USE, CROPLAND",COUNTY,00,MARSHALL,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,127,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,127,,50,FARMS & LAND & ASSETS,ANNUAL,"137,126",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, MARSHALL","LAND USE, CROPLAND",COUNTY,00,MARSHALL,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,127,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,153,,50,FARMS & LAND & ASSETS,ANNUAL,"44,273",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, POLK","LAND USE, CROPLAND",COUNTY,00,POLK,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,153,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,153,,50,FARMS & LAND & ASSETS,ANNUAL,"43,679",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, POLK","LAND USE, CROPLAND",COUNTY,00,POLK,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,153,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,157,,50,FARMS & LAND & ASSETS,ANNUAL,"121,706",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, POWESHIEK","LAND USE, CROPLAND",COUNTY,00,POWESHIEK,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,157,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,157,,50,FARMS & LAND & ASSETS,ANNUAL,"131,280",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, POWESHIEK","LAND USE, CROPLAND",COUNTY,00,POWESHIEK,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,157,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,169,,50,FARMS & LAND & ASSETS,ANNUAL,"40,446",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, STORY","LAND USE, CROPLAND",COUNTY,00,STORY,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,169,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,169,,50,FARMS & LAND & ASSETS,ANNUAL,"32,251",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, STORY","LAND USE, CROPLAND",COUNTY,00,STORY,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,169,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,171,,50,FARMS & LAND & ASSETS,ANNUAL,"140,281",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, TAMA","LAND USE, CROPLAND",COUNTY,00,TAMA,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,171,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,171,,50,FARMS & LAND & ASSETS,ANNUAL,"124,851",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, TAMA","LAND USE, CROPLAND",COUNTY,00,TAMA,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,171,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,187,,50,FARMS & LAND & ASSETS,ANNUAL,"26,617",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, WEBSTER","LAND USE, CROPLAND",COUNTY,00,WEBSTER,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,187,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,187,,50,FARMS & LAND & ASSETS,ANNUAL,"31,463",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, CENTRAL, WEBSTER","LAND USE, CROPLAND",COUNTY,00,WEBSTER,,CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,187,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,011,,60,FARMS & LAND & ASSETS,ANNUAL,"118,946",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, BENTON","LAND USE, CROPLAND",COUNTY,00,BENTON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,011,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,011,,60,FARMS & LAND & ASSETS,ANNUAL,"130,595",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, BENTON","LAND USE, CROPLAND",COUNTY,00,BENTON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,011,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,031,,60,FARMS & LAND & ASSETS,ANNUAL,"129,070",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, CEDAR","LAND USE, CROPLAND",COUNTY,00,CEDAR,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,031,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,031,,60,FARMS & LAND & ASSETS,ANNUAL,"115,145",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, CEDAR","LAND USE, CROPLAND",COUNTY,00,CEDAR,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,031,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,045,,60,FARMS & LAND & ASSETS,ANNUAL,"125,966",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, CLINTON","LAND USE, CROPLAND",COUNTY,00,CLINTON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,045,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,045,,60,FARMS & LAND & ASSETS,ANNUAL,"149,455",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, CLINTON","LAND USE, CROPLAND",COUNTY,00,CLINTON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,045,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,095,,60,FARMS & LAND & ASSETS,ANNUAL,"114,667",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, IOWA","LAND USE, CROPLAND",COUNTY,00,IOWA,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,095,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,095,,60,FARMS & LAND & ASSETS,ANNUAL,"116,876",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, IOWA","LAND USE, CROPLAND",COUNTY,00,IOWA,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,095,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,097,,60,FARMS & LAND & ASSETS,ANNUAL,"86,101",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JACKSON","LAND USE, CROPLAND",COUNTY,00,JACKSON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,097,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,097,,60,FARMS & LAND & ASSETS,ANNUAL,"95,035",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JACKSON","LAND USE, CROPLAND",COUNTY,00,JACKSON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,097,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,103,,60,FARMS & LAND & ASSETS,ANNUAL,"110,745",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JOHNSON","LAND USE, CROPLAND",COUNTY,00,JOHNSON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,103,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,103,,60,FARMS & LAND & ASSETS,ANNUAL,"132,098",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JOHNSON","LAND USE, CROPLAND",COUNTY,00,JOHNSON,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,103,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,105,,60,FARMS & LAND & ASSETS,ANNUAL,"78,581",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JONES","LAND USE, CROPLAND",COUNTY,00,JONES,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,105,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,105,,60,FARMS & LAND & ASSETS,ANNUAL,"84,041",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, JONES","LAND USE, CROPLAND",COUNTY,00,JONES,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,105,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,113,,60,FARMS & LAND & ASSETS,ANNUAL,"93,332",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, LINN","LAND USE, CROPLAND",COUNTY,00,LINN,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,113,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,113,,60,FARMS & LAND & ASSETS,ANNUAL,"81,942",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, LINN","LAND USE, CROPLAND",COUNTY,00,LINN,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,113,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,139,,60,FARMS & LAND & ASSETS,ANNUAL,"75,335",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, MUSCATINE","LAND USE, CROPLAND",COUNTY,00,MUSCATINE,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,139,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,139,,60,FARMS & LAND & ASSETS,ANNUAL,"79,986",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, MUSCATINE","LAND USE, CROPLAND",COUNTY,00,MUSCATINE,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,139,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,163,,60,FARMS & LAND & ASSETS,ANNUAL,"82,694",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, SCOTT","LAND USE, CROPLAND",COUNTY,00,SCOTT,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,163,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,163,,60,FARMS & LAND & ASSETS,ANNUAL,"79,560",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, EAST CENTRAL, SCOTT","LAND USE, CROPLAND",COUNTY,00,SCOTT,,EAST CENTRAL,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,163,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,001,,70,FARMS & LAND & ASSETS,ANNUAL,"170,174",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, ADAIR","LAND USE, CROPLAND",COUNTY,00,ADAIR,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,001,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,001,,70,FARMS & LAND & ASSETS,ANNUAL,"170,139",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, ADAIR","LAND USE, CROPLAND",COUNTY,00,ADAIR,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,001,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,003,,70,FARMS & LAND & ASSETS,ANNUAL,"99,270",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, ADAMS","LAND USE, CROPLAND",COUNTY,00,ADAMS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,003,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,003,,70,FARMS & LAND & ASSETS,ANNUAL,"98,593",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, ADAMS","LAND USE, CROPLAND",COUNTY,00,ADAMS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,003,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,029,,70,FARMS & LAND & ASSETS,ANNUAL,"185,355",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, CASS","LAND USE, CROPLAND",COUNTY,00,CASS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,029,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,029,,70,FARMS & LAND & ASSETS,ANNUAL,"166,127",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, CASS","LAND USE, CROPLAND",COUNTY,00,CASS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,029,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,071,,70,FARMS & LAND & ASSETS,ANNUAL,"129,596",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, FREMONT","LAND USE, CROPLAND",COUNTY,00,FREMONT,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,071,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,071,,70,FARMS & LAND & ASSETS,ANNUAL,"129,532",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, FREMONT","LAND USE, CROPLAND",COUNTY,00,FREMONT,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,071,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,129,,70,FARMS & LAND & ASSETS,ANNUAL,"141,487",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, MILLS","LAND USE, CROPLAND",COUNTY,00,MILLS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,129,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,129,,70,FARMS & LAND & ASSETS,ANNUAL,"135,090",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, MILLS","LAND USE, CROPLAND",COUNTY,00,MILLS,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,129,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,137,,70,FARMS & LAND & ASSETS,ANNUAL,"139,288",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, MONTGOMERY","LAND USE, CROPLAND",COUNTY,00,MONTGOMERY,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,137,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,137,,70,FARMS & LAND & ASSETS,ANNUAL,"141,925",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, MONTGOMERY","LAND USE, CROPLAND",COUNTY,00,MONTGOMERY,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,137,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,145,,70,FARMS & LAND & ASSETS,ANNUAL,"161,858",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, PAGE","LAND USE, CROPLAND",COUNTY,00,PAGE,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,145,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,24.7,9000,,AREA,00,145,,70,FARMS & LAND & ASSETS,ANNUAL,"184,864",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, PAGE","LAND USE, CROPLAND",COUNTY,00,PAGE,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2017,2018-02-01 00:00:00.000,IA,145,ALL UTILIZATION PRACTICES
"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - ACRES",,UNITED STATES,PRACTICES,CENSUS,19,00000000,,12.5,9000,,AREA,00,155,,70,FARMS & LAND & ASSETS,ANNUAL,"369,324",ACRES,"CONSERVATION TILLAGE, NO-TILL",NOT SPECIFIED,"IOWA, SOUTHWEST, POTTAWATTAMIE","LAND USE, CROPLAND",COUNTY,00,POTTAWATTAMIE,,SOUTHWEST,IOWA,TOTAL,ECONOMICS,19,YEAR,2022,2024-07-02 12:00:00.000,IA,155,ALL UTILIZATION PRACTICES
