Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,Latitude,Longitude,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Temp_Range,Wind_Range,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,Yield
359,4.24,Naogaon,Kharif 1,22.5,75.0,Chalkumra,March,April to July,July to Oct,1522,27,18.0,65,85,0.33,0.99,3.73,303.32,18.02,0.25,0.34,0.15,0.08,0.18,0.33,1078.34,6.47,15.21,1.24,38.6,22.11,39.3,1.32,24.81,88.94,12.26,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.25,0.03,1.23,Optimal,596.69,29.19,42.27,13.63,68,2.21,6.02,0.07,28.64,5.95,20.44,High Risk,1,4.24
359,2.88,Bogura,Kharif 1,20.0,80.0,Lady’s Finger,April,May to June,June to Sep,1035,30,10.0,75,85,0.31,0.96,3.53,302.11,21.62,0.27,0.4,0.12,0.11,0.28,0.43,1086.7,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.28,0.02,1.11,Optimal,895.25,28.69,40.21,14.25,47,2.44,6.82,0.06,25.96,6.76,31.2,High Risk,1,2.88
359,5.16,Narail,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,1853,25,15.0,50,70,0.3,1.02,4.46,298.51,-2496.29,0.46,0.57,0.39,0.09,0.19,0.19,697.23,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.41,0.59,0.19,1.49,Optimal,80.15,19.22,29.93,7.98,0,1.1,4.02,0.01,21.95,4.01,4.17,Low Risk,0,5.16
360,3.35,Narail,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,1207,22,10.0,60,75,0.37,1.03,3.88,303.22,11.13,0.32,0.37,0.26,0.05,0.11,0.15,953.56,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.36,0.55,0.19,1.6,Optimal,1997.22,27.31,37.3,15.39,15,1.92,6.08,0.13,21.91,5.95,73.12,Moderate Risk,0,3.35
360,2.84,Pabna,Kharif 1,25.0,70.0,Wood Apple,May,June to August,August to September,1022,30,20.0,60,80,0.38,1.08,3.97,302.57,16.93,0.32,0.33,0.3,0.02,0.03,0.05,947.97,5.99,19.54,1.47,39.89,19.7,40.41,1.28,24.01,89.24,13.28,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.3,0.31,0.01,1.04,Optimal,638.57,29.18,42.43,15.23,53,2.48,6.75,0.12,27.2,6.63,21.89,High Risk,1,2.84
361,0.81,Sylhet,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,293,30,20.0,65,75,0.32,1.4,4.63,301.53,-7492.92,0.39,0.54,0.18,0.16,0.36,0.4,736.66,5.61,19.98,1.81,28.45,42.62,28.93,1.24,24.74,91.69,11.03,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.44,0.45,0.0,1.01,Optimal,1626.4,27.89,35.28,17.48,2,1.23,5.03,0.02,17.8,5.01,58.31,Moderate Risk,0,0.81
361,2.83,Kishoreganj,Kharif 1,20.0,80.0,Lady’s Finger,April,May to June,June to Sep,1022,30,10.0,75,85,0.19,0.78,2.88,300.31,21.14,0.13,0.37,-0.03,0.17,0.4,1.35,905.45,5.66,20.65,1.96,32.42,25.32,42.24,1.29,24.43,90.79,10.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.33,0.34,0.01,1.03,Optimal,1512.93,28.17,39.96,15.25,45,2.22,6.17,0.05,24.71,6.12,53.7,High Risk,1,2.83
361,6.2,Netrokona,Rabi,20.0,60.0,Boroi,July,No need to do,February to March,2239,25,15.0,50,70,0.3,0.96,4.13,298.12,-2495.47,0.39,0.64,0.23,0.17,0.41,0.45,753.67,5.92,19.91,1.93,36.51,29.44,34.05,1.29,24.89,90.73,10.31,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.04,1.33,Optimal,80.15,19.22,29.93,7.98,0,1.1,4.02,0.01,21.95,4.01,4.17,Low Risk,0,6.2
361,4.93,Noakhali,Kharif 1,29.0,67.5,Guava,April,No need to do,Throuout The year,1781,35,23.0,50,85,0.32,1.63,4.17,302.28,19.92,0.23,0.35,0.11,0.11,0.24,0.48,892.74,5.79,23.52,1.72,33.46,29.05,37.49,1.31,22.25,91.17,13.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.27,0.02,1.17,Optimal,1243.4,28.07,32.74,18.65,0,4.18,8.21,0.16,14.09,8.05,44.3,Low Risk,0,4.93
361,6.36,Pirojpur,Kharif 2,29.0,65.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,2296,38,20.0,45,85,0.41,2.09,5.89,300.93,-7492.93,0.52,0.7,0.26,0.2,0.43,0.38,571.41,5.79,33.57,4.33,29.02,23.88,47.1,1.22,22.51,90.01,7.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.3,0.03,1.2,Optimal,1451.65,27.77,33.57,18.56,0,2.06,7.47,0.04,15.01,7.43,52.27,Low Risk,0,6.36
361,4.22,Bogura,Rabi,20.0,67.5,Ginger,Oct,Nov to March,March to April,1522,25,15.0,60,75,0.29,1.0,4.4,298.09,-2493.92,0.38,0.5,0.31,0.09,0.19,0.24,886.57,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.17,0.22,0.05,1.32,Moderate,83.29,18.82,29.65,7.78,0,1.38,6.64,0.04,21.87,6.6,4.43,Low Risk,0,4.22
361,8.74,Shariatpur,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,3155,25,15.0,50,70,0.31,1.14,4.85,298.76,-2496.98,0.39,0.45,0.35,0.04,0.1,0.1,767.38,5.64,20.12,2.85,32.88,22.11,45.02,1.27,23.21,90.35,7.06,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.31,0.34,0.03,1.12,Optimal,130.03,19.79,29.93,9.59,0,1.58,4.92,0.03,20.34,4.89,6.57,Low Risk,0,8.74
362,2.12,Khagrachari,Rabi,25.0,80.0,Danta,March,April to Aug,Sep,766,32,18.0,75,85,0.4,2.68,6.93,298.48,-2495.48,0.66,0.73,0.57,0.07,0.15,0.11,505.31,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.32,0.02,1.12,Optimal,86.44,19.03,33.14,7.85,0,0.32,1.04,0.0,25.29,1.04,4.54,Low Risk,0,2.12
363,1.03,Gazipur,Kharif 1,23.0,80.0,Jhinga,April,May to June,June to Aug,373,28,18.0,70,90,0.35,1.05,3.62,303.03,18.52,0.26,0.34,0.11,0.1,0.23,0.4,967.61,5.75,17.96,1.49,32.53,28.89,38.58,1.3,24.0,90.42,12.05,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.35,0.36,0.01,1.06,Optimal,1043.06,28.51,40.93,15.5,46,2.54,6.3,0.09,25.43,6.21,36.58,High Risk,1,1.03
363,3.85,Narail,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,1396,22,10.0,75,95,0.37,1.36,4.98,301.51,-7492.97,0.47,0.63,0.29,0.15,0.33,0.33,690.45,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.36,0.57,0.21,1.65,Optimal,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,Low Risk,0,3.85
363,1.89,Khagrachari,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,686,25,15.0,70,80,0.4,2.68,6.93,298.48,-2495.48,0.66,0.73,0.57,0.07,0.15,0.11,505.31,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.32,0.03,1.12,Optimal,86.44,19.03,33.14,7.85,0,0.32,1.04,0.0,25.29,1.04,4.54,Low Risk,0,1.89
363,2.48,Kurigram,Rabi,20.0,80.0,Laushak,Sep,Oct to Nov,Nov to Feb,901,25,15.0,70,90,0.23,0.77,3.72,297.41,-2495.88,0.33,0.44,0.27,0.08,0.18,0.25,930.22,5.63,18.2,1.97,32.46,34.49,33.03,1.31,25.81,89.64,9.23,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.29,0.04,1.18,Optimal,82.39,18.51,29.15,7.75,0,1.3,6.09,0.04,21.4,6.05,4.45,Low Risk,0,2.48
364,12.37,Bogura,Kharif 1,29.0,67.5,Guava,April,No need to do,Throuout The year,4503,35,23.0,50,85,0.31,0.96,3.53,302.11,21.62,0.27,0.4,0.12,0.11,0.28,0.43,1086.7,6.18,17.93,1.68,35.2,21.52,43.28,1.3,24.85,89.37,10.67,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.25,0.03,1.21,Optimal,895.25,28.69,40.21,14.25,47,2.44,6.82,0.06,25.96,6.76,31.2,High Risk,1,12.37
364,2.05,Sherpur,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,745,25,15.0,70,80,0.3,1.02,4.35,297.8,-2493.98,0.42,0.63,0.28,0.15,0.35,0.36,747.93,5.74,23.2,2.18,31.38,27.07,41.57,1.29,25.02,90.01,10.64,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.16,Optimal,82.59,19.2,29.93,8.25,0,1.23,4.57,0.07,21.68,4.5,4.3,Low Risk,0,2.05
365,1.36,Pirojpur,Rabi,17.5,77.5,Lemon,Jan,Jan to Jan,Jan,497,25,10.0,60,95,0.33,1.58,5.51,298.13,-2496.36,0.47,0.54,0.39,0.08,0.14,0.16,643.62,5.79,33.57,4.33,29.02,23.88,47.1,1.22,22.51,90.01,7.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.04,1.16,Optimal,220.43,19.63,30.58,8.35,0,1.45,4.33,0.04,22.23,4.29,11.23,Low Risk,0,1.36
365,10.36,Narail,Kharif 1,25.0,70.0,Green Papaya,June,June to August,August to September,3783,30,20.0,60,80,0.37,1.03,3.88,303.22,11.13,0.32,0.37,0.26,0.05,0.11,0.15,953.56,5.75,16.41,1.48,29.12,33.18,37.7,1.33,25.07,90.39,11.08,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.42,0.55,0.14,1.34,Optimal,1997.22,27.31,37.3,15.39,15,1.92,6.08,0.13,21.91,5.95,73.12,Moderate Risk,0,10.36
365,3.01,Pirojpur,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,1097,30,8.0,70,85,0.41,2.09,5.89,300.93,-7492.93,0.52,0.7,0.26,0.2,0.43,0.38,571.41,5.79,33.57,4.33,29.02,23.88,47.1,1.22,22.51,90.01,7.75,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.28,0.32,0.04,1.14,Optimal,1451.65,27.77,33.57,18.56,0,2.06,7.47,0.04,15.01,7.43,52.27,Low Risk,0,3.01
365,1.69,Kishoreganj,Rabi,20.0,75.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,617,25,15.0,70,80,0.33,1.05,4.39,297.82,-2495.65,0.41,0.64,0.28,0.16,0.35,0.39,933.05,5.66,20.65,1.96,32.42,25.32,42.24,1.29,24.43,90.79,10.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.3,0.03,1.15,Optimal,79.21,19.38,30.48,8.63,0,1.14,4.29,0.01,21.85,4.28,4.09,Low Risk,0,1.69
365,4.3,Meherpur,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,1570,35,20.0,60,85,0.43,1.39,5.17,302.52,-7493.04,0.44,0.66,0.13,0.24,0.53,0.54,737.19,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.22,0.26,0.04,1.25,Optimal,762.83,28.12,36.28,18.19,9,2.27,8.43,0.04,18.09,8.39,27.12,Moderate Risk,0,4.3
366,3.03,Kishoreganj,Kharif 1,22.5,75.0,Chalkumra,March,April to July,July to Oct,1109,27,18.0,65,85,0.19,0.78,2.88,300.31,21.14,0.13,0.37,-0.03,0.17,0.4,1.35,905.45,5.66,20.65,1.96,32.42,25.32,42.24,1.29,24.43,90.79,10.53,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.31,0.32,0.02,1.16,Optimal,1512.93,28.17,39.96,15.25,45,2.22,6.17,0.05,24.71,6.12,53.7,High Risk,1,3.03
366,3.13,Chuadanga,Kharif 1,22.5,75.0,Chalkumra,March,April to July,July to Oct,1144,27,18.0,65,85,0.4,1.1,4.14,304.29,12.14,0.38,0.47,0.31,0.07,0.16,0.18,795.21,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.24,Optimal,392.57,29.83,44.7,14.82,79,2.61,6.9,0.06,29.88,6.84,13.16,High Risk,1,3.13
366,4.27,Naogaon,Kharif 2,21.0,70.0,Puishak,Aug,Sep to Jan,Feb,1561,30,12.0,65,75,0.44,1.65,5.25,301.85,-7492.91,0.44,0.64,0.26,0.18,0.38,0.4,715.31,6.47,15.21,1.24,38.6,22.11,39.3,1.32,24.81,88.94,12.26,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.23,0.26,0.03,1.17,Optimal,783.3,27.98,35.83,17.28,4,2.05,7.97,0.07,18.55,7.9,27.99,Moderate Risk,0,4.27
367,4.74,Meherpur,Kharif 2,16.0,85.0,Radish,Oct,Nov to Feb,March,1740,22,10.0,75,95,0.43,1.39,5.17,302.52,-7493.04,0.44,0.66,0.13,0.24,0.53,0.54,737.19,6.22,19.2,1.42,37.87,18.94,43.2,1.28,23.78,88.64,13.51,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.19,0.24,0.05,1.34,Moderate,762.83,28.12,36.28,18.19,9,2.27,8.43,0.04,18.09,8.39,27.12,Moderate Risk,0,4.74
367,6.18,Chuadanga,Kharif 2,23.5,61.0,Oal Kachu,Sep,Oct to Dec,Dec to Feb,2268,32,15.0,52,70,0.41,1.36,5.16,302.65,-7493.13,0.43,0.61,0.14,0.21,0.47,0.5,710.15,6.07,20.18,1.46,38.89,18.38,42.72,1.3,23.64,88.85,13.81,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.16,Optimal,774.47,27.95,35.82,17.95,3,2.2,7.92,0.06,17.87,7.86,27.71,Moderate Risk,0,6.18
367,4.08,Sherpur,Kharif 2,21.0,70.0,Puishak,Aug,Sep to Jan,Feb,1498,30,12.0,65,75,0.41,1.54,5.05,301.71,-7492.92,0.45,0.66,0.2,0.22,0.46,0.48,677.45,5.74,23.2,2.18,31.38,27.07,41.57,1.29,25.02,90.01,10.64,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.27,0.02,1.14,Optimal,1091.34,27.75,34.86,18.48,0,1.95,6.82,0.07,16.38,6.75,39.33,Low Risk,0,4.08
369,5.47,Netrokona,Kharif 1,22.5,75.0,Chalkumra,March,April to July,July to Oct,2019,27,18.0,65,85,0.21,0.72,2.55,301.19,24.3,0.1,0.22,-0.04,0.11,0.26,1.05,1070.0,5.92,19.91,1.93,36.51,29.44,34.05,1.29,24.89,90.73,10.31,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.32,0.33,0.01,1.1,Optimal,1997.22,27.31,37.3,15.39,15,1.92,6.08,0.13,21.91,5.95,73.12,Moderate Risk,0,5.47
369,10.21,Rajshahi,Rabi,20.0,60.0,Palmyra Palm,Sep,Oct to Nov,Nov to Feb,3767,25,15.0,50,70,0.29,1.02,4.72,297.81,-2494.78,0.41,0.48,0.33,0.07,0.15,0.17,853.66,6.11,18.59,1.58,36.24,17.79,45.99,1.29,24.63,89.04,11.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.13,Optimal,75.78,18.65,30.4,7.51,0,1.41,5.11,0.13,22.89,4.98,4.06,Low Risk,0,10.21
370,2.79,Chattogram,Rabi,25.0,80.0,Danta,March,April to Aug,Sep,1034,32,18.0,75,85,0.33,1.52,5.45,299.69,-2494.35,0.51,0.54,0.48,0.03,0.06,0.05,641.44,6.31,14.48,1.39,37.8,22.9,39.3,1.3,22.33,91.83,10.41,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.29,0.02,1.18,Optimal,98.78,20.41,31.75,9.62,0,1.66,4.45,0.08,22.13,4.37,4.84,Low Risk,0,2.79
370,1.61,Kurigram,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,595,22,10.0,60,75,0.24,0.72,2.71,300.72,23.7,0.18,0.25,0.05,0.09,0.2,0.5,969.65,5.63,18.2,1.97,32.46,34.49,33.03,1.31,25.81,89.64,9.23,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.28,0.31,0.03,1.17,Optimal,1572.26,27.49,37.59,13.55,17,2.04,6.81,0.04,24.04,6.77,57.18,High Risk,0,1.61
370,5.42,Habiganj,Kharif 2,19.0,77.5,Cauliflower,Sep,Nov to Jan,Feb,2006,30,8.0,70,85,0.36,1.67,5.01,301.49,-7492.91,0.34,0.49,0.15,0.16,0.34,0.49,696.78,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.29,0.03,1.13,Optimal,1599.93,27.86,34.27,17.78,0,1.63,5.52,0.05,16.49,5.47,57.42,Low Risk,0,5.42
371,5.32,Panchagar,Rabi,20.5,80.0,Sweet Potato,Nov,Dec to March,April,1973,24,17.0,70,90,0.27,0.91,4.42,298.09,-2495.74,0.39,0.49,0.29,0.09,0.21,0.23,921.68,5.88,18.49,1.72,30.85,26.88,42.26,1.29,26.32,88.55,10.74,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.24,0.03,1.15,Moderate,64.71,18.5,28.88,8.75,0,1.14,6.48,0.01,20.13,6.47,3.5,Low Risk,0,5.32
371,2.14,Manikganj,Rabi,20.0,60.0,Boroi,December,No need to do,February to March,795,25,15.0,50,70,0.31,1.12,4.94,298.4,-2494.74,0.36,0.43,0.2,0.11,0.23,0.31,822.72,5.77,20.31,1.88,30.4,24.41,45.17,1.3,23.83,89.97,10.8,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.15,0.2,0.05,1.4,Moderate,91.45,19.45,30.56,8.4,0,1.35,4.2,0.07,22.16,4.13,4.7,Low Risk,0,2.14
371,0.43,Khagrachari,Kharif 2,22.5,75.0,Rape & Mustard,Oct,Nov to Feb,Feb to April,160,30,15.0,65,85,0.55,3.39,7.05,300.93,-7492.93,0.6,0.8,0.34,0.22,0.47,0.37,500.11,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.28,0.04,1.2,Optimal,1337.03,27.64,38.46,18.2,10,0.1,0.86,0.0,20.26,0.86,48.38,Moderate Risk,1,0.43
372,2.1,Cumilla,Rabi,25.0,80.0,Danta Shak,March,April to Aug,Sep,781,32,18.0,75,85,0.33,1.08,4.67,298.64,-2495.06,0.46,0.59,0.36,0.09,0.23,0.2,676.04,5.39,19.73,1.67,36.14,26.69,37.19,1.3,23.46,91.18,11.81,Acidic (Chua),Loamy (Thịt/Phù sa),0.27,0.29,0.01,1.13,Optimal,73.68,19.19,30.34,8.36,0,1.09,3.32,0.02,21.98,3.3,3.84,Low Risk,0,2.1
372,1.22,Dhaka,Rabi,17.75,55.0,Wheat,Dec,Jan  to  March,April,455,20,15.5,50,60,0.27,0.93,4.23,299.39,-2495.45,0.38,0.43,0.34,0.04,0.09,0.11,811.05,5.49,13.48,1.2,40.33,25.96,33.7,1.32,23.76,90.39,11.22,Acidic (Chua),Clayey (Sét),0.18,0.24,0.06,1.33,Moderate,82.23,19.61,30.39,8.94,0,1.25,3.9,0.06,21.45,3.84,4.19,Low Risk,0,1.22
372,3.33,Manikganj,Kharif 1,20.0,80.0,Lady’s Finger,April,May to June,June to Sep,1240,30,10.0,75,85,0.34,1.03,3.76,301.74,16.32,0.24,0.33,0.17,0.07,0.16,0.27,1145.49,5.77,20.31,1.88,30.4,24.41,45.17,1.3,23.83,89.97,10.8,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.27,0.01,1.1,Optimal,841.36,28.8,41.68,15.46,49,2.45,6.49,0.11,26.22,6.38,29.21,High Risk,1,3.33
373,2.93,Khulna,Rabi,25.0,80.0,Danta,March,April to Aug,Sep,1094,32,18.0,75,85,0.27,2.27,5.19,297.54,-2494.28,0.45,0.5,0.42,0.03,0.08,0.08,650.38,5.81,18.99,1.82,32.95,24.57,42.51,1.28,22.94,89.29,10.43,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.34,0.43,0.09,1.33,Optimal,127.01,19.34,30.76,7.52,0,1.35,4.74,0.03,23.24,4.71,6.57,Low Risk,0,2.93
373,1.46,Bandarban,Rabi,20.5,60.0,Maize 2,Dec,Jan  to  March,April,545,27,14.0,50,70,0.4,3.23,7.43,299.15,-2497.54,0.7,0.77,0.57,0.09,0.2,0.13,451.41,5.51,20.44,2.2,29.3,36.52,34.18,1.22,21.79,92.41,9.29,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.16,0.23,0.06,1.42,Moderate,81.51,18.95,31.46,7.86,0,0.31,1.03,0.0,23.6,1.03,4.3,Low Risk,0,1.46
373,2.13,Gaibandha,Kharif 1,16.0,67.5,Beans,June,July to Nov,Nov to April,795,22,10.0,60,75,0.28,0.81,3.06,301.07,23.12,0.22,0.3,0.02,0.13,0.27,0.61,1182.32,5.59,17.13,1.51,36.5,26.57,36.92,1.32,25.09,89.87,11.34,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.24,0.27,0.03,1.2,Optimal,1278.22,28.16,38.88,14.97,37,2.28,6.66,0.04,23.91,6.62,45.39,High Risk,1,2.13
373,0.69,Barguna,Kharif 1,27.5,80.0,Jambura,April,No need to do,May to June,258,30,25.0,70,90,0.34,1.01,3.79,302.14,18.15,0.29,0.33,0.21,0.06,0.12,0.2,1012.6,5.71,25.17,2.47,29.17,25.11,45.74,1.27,22.13,90.12,10.19,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.34,0.04,1.19,Optimal,875.14,28.5,35.98,18.28,5,2.73,5.38,0.06,17.7,5.32,30.71,Moderate Risk,0,0.69
373,3.55,Rajbari,Kharif 1,27.5,80.0,Jambura,April,No need to do,May to June,1323,30,25.0,70,90,0.39,1.11,3.96,301.82,15.88,0.34,0.42,0.24,0.07,0.18,0.22,934.65,5.84,28.05,4.03,30.96,22.82,46.22,1.25,23.74,89.57,6.96,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.21,0.24,0.04,1.27,Moderate,558.92,29.28,43.33,15.19,58,2.48,6.36,0.08,28.14,6.28,19.09,High Risk,1,3.55
373,3.22,Panchagar,Kharif 2,25.0,72.5,Barbati,Sep,Oct to Dec,December to April,1202,30,20.0,60,85,0.43,1.52,5.08,301.7,-7492.92,0.47,0.71,0.32,0.17,0.39,0.37,603.84,5.88,18.49,1.72,30.85,26.88,42.26,1.29,26.32,88.55,10.74,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.25,0.27,0.02,1.11,Optimal,1342.09,27.19,33.52,17.55,0,1.52,4.56,0.03,15.97,4.53,49.36,Low Risk,0,3.22
373,5.02,Habiganj,Rabi,20.0,60.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,1871,25,15.0,50,70,0.32,1.3,4.8,298.7,-2494.42,0.41,0.6,0.27,0.16,0.34,0.39,933.39,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.28,0.31,0.02,1.11,Optimal,82.88,19.65,30.51,8.62,0,1.05,4.36,0.03,21.89,4.33,4.22,Low Risk,0,5.02
373,1.56,Narayanganj,Kharif 2,21.0,70.0,Palong Shak,Aug,Sep to Jan,Feb,583,30,12.0,65,75,0.32,1.13,4.53,302.32,-7492.92,0.35,0.48,0.21,0.12,0.28,0.34,874.99,5.64,15.62,1.6,35.04,30.21,34.77,1.3,23.62,90.5,9.76,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.31,0.33,0.02,1.08,Optimal,1147.69,27.87,33.03,18.76,0,2.2,7.91,0.03,14.27,7.88,41.18,Low Risk,0,1.56
373,2.11,Mymensingh,Kharif 2,27.5,72.5,Patal,Aug,Sep to Jan,Jan to March,786,35,20.0,60,85,0.41,1.47,5.06,301.65,-7492.91,0.48,0.67,0.14,0.24,0.53,0.5,722.08,5.73,16.23,1.49,31.27,29.94,38.8,1.31,24.89,90.38,10.89,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.26,0.28,0.03,1.17,Optimal,1391.11,27.5,34.86,18.34,0,1.54,5.49,0.03,16.52,5.46,50.58,Low Risk,0,2.11
374,1.45,Rangamati,Kharif 2,25.0,70.0,Black Berry,June,July to August,June  to September,544,30,20.0,65,75,0.53,4.09,7.49,300.26,-7492.93,0.57,0.76,0.4,0.2,0.36,0.34,525.11,5.7,24.39,2.13,32.36,27.91,39.73,1.25,22.65,92.18,11.45,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.36,0.37,0.01,1.03,Optimal,1450.75,28.05,34.55,19.76,0,2.36,11.27,0.03,14.79,11.24,51.72,Low Risk,0,1.45
374,3.84,Khagrachari,Kharif 2,23.5,61.0,Oal Kachu,Sep,Oct to Dec,Dec to Feb,1436,32,15.0,52,70,0.55,3.39,7.05,300.93,-7492.93,0.6,0.8,0.34,0.22,0.47,0.37,500.11,5.58,13.79,1.33,32.68,28.85,38.46,1.27,23.21,91.96,10.36,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.29,0.32,0.03,1.12,Optimal,1337.03,27.64,38.46,18.2,10,0.1,0.86,0.0,20.26,0.86,48.38,Moderate Risk,1,3.84
375,3.8,Habiganj,Kharif 1,27.5,80.0,Jambura,April,No need to do,May to June,1424,30,25.0,70,90,0.27,1.06,3.28,301.85,21.54,0.25,0.41,0.14,0.11,0.27,0.45,850.81,5.58,32.61,2.19,28.52,25.83,45.65,1.23,24.37,91.41,14.88,Optimal (Tối ưu),Loamy (Thịt/Phù sa),0.27,0.28,0.01,1.07,Optimal,2073.38,27.74,37.77,14.75,26,2.17,6.14,0.09,23.02,6.05,74.75,High Risk,0,3.8
