Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season
0,#DIV/0!,Rangamati,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,0,40,20.0,70,80,,0.4965180374554424,0.37181924075012984,0.407467011061289,0.13083626977292126,0.6310743550546144
19997,6.400010002,Rangpur,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,127981,40,20.0,70,80,59.0,0.5272187009814302,0.24653759346528306,0.4118453959149274,0.15454973615277978,0.4282935836855661
25378,4.970013397,Satkhira,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,126129,40,20.0,70,80,59.0,0.4835354065029546,0.22486603275669892,0.2954937434231568,0.10921098956208146,0.416821054986026
57084,4.090007708,Shariatpur,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,233474,40,20.0,70,80,55.0,0.4511789681561877,0.2602973510799411,0.337774879445382,0.11064946830044044,0.391216738930908
3302,5.350090854,Sherpur,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,17666,40,20.0,70,80,,0.6297376902178687,0.20874642307968352,0.3417866673453712,0.17639800995469243,0.355035413839545
28308,4.139995761,Sirajganj,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,117195,40,20.0,70,80,,0.4737362339881535,0.17885706805732873,0.1714208140792081,0.12174796392099267,0.3198299670185812
821,4.790499391,Sunamganj,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,3933,40,20.0,70,80,54.0,0.6219959069450288,0.0005836806217832183,0.0062517479924633,0.2674209226072576,0.5312190703372729
0,#DIV/0!,Sylhet,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,0,40,20.0,70,80,54.0,0.4933672733095434,0.11912980680806325,0.3776845712197997,0.17657894404305102,0.4606201196420315
35993,4.209985275,Tangail,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,151530,40,20.0,70,80,60.0,0.5155877071618177,0.17318184244897197,0.3358840930816195,0.13662112703883836,0.2360260118339428
13914,5.410018686,Thakurgaon,Kharif 1,30.0,75.0,Jute,March,April to Aug,Sep,75275,40,20.0,70,80,,0.5465011801065398,0.32268169704227967,0.3582324259138552,0.13557299105013595,0.532704520344867
160,1.6125,Bagerhat,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,258,30,20.0,60,85,57.0,0.2844793013289463,0.26136947651129455,0.38749757620191194,0.09652733906791956,0.5711876241926808
240,1.641666667,Bandarban,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,394,30,20.0,60,85,55.0,0.3876779567270571,0.411962836670921,0.4706082774599362,0.09597395821629838,0.5676824803630925
33,1.272727273,Barguna,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,42,30,20.0,60,85,57.0,0.2876097437686987,0.2919081196465172,0.2789963801992461,0.07026541329183024,0.3352139518717137
288,1.402777778,Barishal,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,404,30,20.0,60,85,,0.3100169088937738,0.27582156862698165,0.28075986103369327,0.06543579575844694,0.43248229774155
158,1.405063291,Bhola,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,222,30,20.0,60,85,56.0,0.2246323016939531,0.18340557958926576,0.1606240166797885,0.061504792732019586,0.3010654880049462
101,1.871287129,Bogura,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,189,30,20.0,60,85,,0.3974557819503149,0.22694848826724812,0.23918505585405528,0.10305708772996514,0.5031143822226227
195,1.574358974,Brahmanbaria,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,307,30,20.0,60,85,54.0,0.4667222562628336,0.1607784470854874,0.21809769449376512,0.13246326670352684,0.6120203918074798
72,1.055555556,Chandpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,76,30,20.0,60,85,,0.2824497786894116,0.25868076054774797,0.27520867151154005,0.04552266392280595,0.4859674573852385
0,#DIV/0!,Chapai Nawabganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,0,30,20.0,60,85,,0.3377839429676815,0.318376418040253,0.3146335245250263,0.06116090687191648,0.5329944189746634
836,3.107655502,Chattogram,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,2598,30,20.0,60,85,,0.3406132785765541,0.34928694599215987,0.38108526831600265,0.08510041123416215,0.4802903771854044
56,1.267857143,Chuadanga,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,71,30,20.0,60,85,,0.4685908909016339,0.34615696071332924,0.28561180203568126,0.11232428939152735,0.6064678529651709
229,1.698689956,CoxsBazar,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,389,30,20.0,60,85,55.0,0.362233654035479,0.3237836114917915,0.33361345594894254,0.037054695252635696,0.4628693746612334
300,6.85,Cumilla,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,2055,30,20.0,60,85,,0.2799573140061434,0.28107752163880995,0.3420729715898136,0.10481436569311786,0.5910383419566766
179,1.083798883,Dhaka,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,194,30,20.0,60,85,,0.2053280197750239,0.24957617958246045,0.24183727197391605,0.05695542531058691,0.4340019668066029
120,1.65,Dinajpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,198,30,20.0,60,85,,0.3864902076658625,0.21610739252458533,0.25801913008892247,0.12995095219579894,0.5768919544682428
28,1.607142857,Faridpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,45,30,20.0,60,85,,0.1596716045798009,0.33070320859518226,0.26244218219720356,0.1259735887027366,0.5101997893014788
21,1.047619048,Feni,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,22,30,20.0,60,85,,0.3154547680727988,0.201160590032452,0.29922453939771987,0.1245259966092435,0.5023790786684436
160,1.7375,Gaibandha,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,278,30,20.0,60,85,57.0,0.2560613395709359,0.20282485232763314,0.26395867442636967,0.10998707966426004,0.5052634601391561
354,1.033898305,Gazipur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,366,30,20.0,60,85,,0.3013299480303391,0.23974532775765434,0.2500662258116388,0.11410875475355643,0.5111937838721802
42,1.714285714,Gopalganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,72,30,20.0,60,85,56.0,0.365624571223079,0.36894418083562347,0.40077181713198096,0.04790497411059209,0.6330877335678394
80,1.15,Habiganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,92,30,20.0,60,85,,0.4094105700184439,0.2016615262771483,0.2135574928962538,0.09611588037418557,0.6014605348999472
123,1.504065041,Jamalpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,185,30,20.0,60,85,,0.2203033803902141,0.18543800484906772,0.20405668305725475,0.06893569815470343,0.5278123755787749
357,4.532212885,Jashore,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,1618,30,20.0,60,85,,0.5094016354846946,0.2836055892611817,0.3257583910382645,0.11212784760254979,0.6067794453589154
131,1.038167939,Jhallokati,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,136,30,20.0,60,85,,0.3844964290526782,0.38875048372003707,0.38543784281698823,0.08652565584632735,0.5179106140943847
220,2.745454545,Jhenaidah,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,604,30,20.0,60,85,,0.4932941383053687,0.32493007354795117,0.310714543778275,0.08413903080496142,0.6072717913709762
115,4.947826087,Joypurhat,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,569,30,20.0,60,85,64.0,0.5481632788078854,0.2673767741958381,0.24253239848195948,0.15922385115313176,0.4871203122169448
1098,2.193078324,Khagrachari,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,2408,30,20.0,60,85,54.0,0.3194542381207939,0.3865769256177254,0.4687240464487031,0.12358960593116976,0.5737845474176946
54,1.777777778,Khulna,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,96,30,20.0,60,85,59.0,0.2547487058378869,0.23026941550862803,0.30595393678107546,0.06868237597519183,0.4979323952822052
220,2.795454545,Kishoreganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,615,30,20.0,60,85,,0.3676092519986164,0.048735352480595934,0.0442363983710907,0.14145263867287924,0.6380676429483706
92,1.945652174,Kurigram,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,179,30,20.0,60,85,,0.2226332627293874,0.17007144816320094,0.2375416177022459,0.09741361097963244,0.4446969686649252
20,5,Kushtia,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,100,30,20.0,60,85,,0.3702999720630754,0.32018901374715697,0.28920493158277766,0.04216782385074709,0.5026391517689011
102,2.225490196,Lakshmipur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,227,30,20.0,60,85,56.0,0.3561816998129432,0.1888194473078095,0.20855317594081743,0.07644286541111134,0.4099483108021562
187,1.636363636,Lalmonirhat,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,306,30,20.0,60,85,,0.4065448627465945,0.22045192687703466,0.3061854645515088,0.12020877931074382,0.5685270716402814
22,5.136363636,Madaripur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,113,30,20.0,60,85,56.0,0.145892769350381,0.3524758831621515,0.31535829172468727,0.10161114008586483,0.5126870864671587
57,2.385964912,Magura,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,136,30,20.0,60,85,61.0,0.3516332543736697,0.37377815754040783,0.2947289442846749,0.08843362434473914,0.5805999045721482
83,2.096385542,Manikganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,174,30,20.0,60,85,,0.238108560268593,0.23906755322864282,0.2718330491604117,0.0934533500478843,0.4337041495265221
18,6.166666667,Meherpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,111,30,20.0,60,85,65.0,0.4240959983858737,0.3993416196907072,0.29086957225155535,0.11685676760940232,0.5708640413836734
68,3.367647059,Moulvibazar,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,229,30,20.0,60,85,,0.3772511111134909,0.2820904135844284,0.3232683159460926,0.07540975322964098,0.5076200516171026
63,1.079365079,Munshiganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,68,30,20.0,60,85,,0.1254731884929805,0.3342729192430615,0.2539899132282077,0.10675632611705946,0.4965979715632833
438,1.714611872,Mymensingh,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,751,30,20.0,60,85,,0.2792620099084889,0.20028718145226862,0.3010597886190607,0.13280126504619552,0.5686833849186683
125,2.736,Naogaon,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,342,30,20.0,60,85,,0.3353748718633925,0.22444785086288532,0.29846707227029873,0.07202419039728888,0.6201124466265265
94,4.638297872,Narail,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,436,30,20.0,60,85,58.0,0.3408352502702987,0.3101313464724751,0.31235990369566285,0.04770552573231721,0.574803629810534
156,1.782051282,Narayanganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,278,30,20.0,60,85,,0.2542342797497706,0.2861346919347943,0.2882490485713107,0.05657266956781543,0.4347229780450177
1835,4.530245232,Narsingdi,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,8313,30,20.0,60,85,,0.3744952593367734,0.24682692428752606,0.33047219752455737,0.12561934756031712,0.5675183682230315
223,2.233183857,Natore,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,498,30,20.0,60,85,,0.3938140226589006,0.3072800470144082,0.26419289354550923,0.09743780348708306,0.6157551872850959
113,2.389380531,Netrokona,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,270,30,20.0,60,85,,0.2180584018053236,0.060759400109101865,0.17081644414688726,0.11625615090650858,0.638234140226114
161,2.51552795,Nilphamari,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,405,30,20.0,60,85,,0.348037858697919,0.20749755087690172,0.2783926826623874,0.14043379020775468,0.604066391741781
57,1.736842105,Noakhali,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,99,30,20.0,60,85,55.0,0.3485228861940609,0.19287229404456743,0.23591672277685038,0.09436180637065189,0.4854136963654465
35,1.914285714,Pabna,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,67,30,20.0,60,85,,0.3016887841086959,0.3238304766721219,0.28885545016846353,0.029556653273320962,0.5026473561162811
92,2.423913043,Panchagar,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,223,30,20.0,60,85,,0.20279912294809,0.32753750650786334,0.3104193239774788,0.13383542248084038,0.4949864884497696
18,1.277777778,Patuakhali,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,23,30,20.0,60,85,,0.2365474556695895,0.263708061831827,0.24578064856655493,0.09813046377722896,0.3271561678385286
204,1.681372549,Pirojpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,343,30,20.0,60,85,57.0,0.3392577304779658,0.35094833899768574,0.37370752815667463,0.08289255042463965,0.5271361118307798
77,1.61038961,Rajbari,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,124,30,20.0,60,85,60.0,0.2441449981923793,0.37168589273188674,0.28759807120385855,0.08234471427858168,0.4806919129357807
41,2.634146341,Rajshahi,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,108,30,20.0,60,85,65.0,0.39139088167786,0.2730663080787432,0.27842796997355906,0.06744569876917561,0.4771080227246705
2123,1.564766839,Rangamati,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,3322,30,20.0,60,85,,0.2740115169357396,0.39615330414478506,0.4713327190373835,0.13462555194804712,0.4965180374554424
317,1.548895899,Rangpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,491,30,20.0,60,85,59.0,0.2902257990630829,0.22791217548438905,0.30243241194126613,0.13296056173668588,0.5272187009814302
71,2.647887324,Satkhira,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,188,30,20.0,60,85,59.0,0.2721199083647258,0.19712565298157633,0.26791640946473144,0.06214813940375307,0.4835354065029546
39,5.41025641,Shariatpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,211,30,20.0,60,85,55.0,0.0925735314905069,0.300947272600921,0.2938477740271828,0.09624101638529618,0.4511789681561877
139,1.928057554,Sherpur,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,268,30,20.0,60,85,,0.2678615620118689,0.1918087426293252,0.27898421004753016,0.10036341982441595,0.6297376902178687
37,1.459459459,Sirajganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,54,30,20.0,60,85,,0.2438028677727265,0.17731791329742622,0.17635397549524823,0.05248963384465654,0.4737362339881535
89,3.02247191,Sunamganj,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,269,30,20.0,60,85,54.0,0.2385902396757943,-0.08175851150713936,-0.0127912799301452,0.14078413280179883,0.6219959069450288
87,1.402298851,Sylhet,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,122,30,20.0,60,85,54.0,0.2401914716423759,0.0592921132580555,0.23004187474506452,0.13644706949370858,0.4933672733095434
194,2.149484536,Tangail,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,417,30,20.0,60,85,60.0,0.2191926340496671,0.16250592207834733,0.2182201770238628,0.07319283876232816,0.5155877071618177
71,1.23943662,Thakurgaon,Kharif 1,25.0,72.5,Kakrol,April,May to July,July to Sep,88,30,20.0,60,85,,0.373304905125753,0.28582946810027143,0.3178981176813795,0.11797018885304703,0.5465011801065398
880,1.386363636,Bagerhat,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1220,27,24.0,85,90,57.0,0.533074061065529,0.32795507101110216,0.4274038167766788,0.135091210397696,0.4889194902967873
334,1.613772455,Bandarban,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,539,27,24.0,85,90,55.0,0.6821383327059017,0.43824978942058246,0.4368947017278657,0.12979591683339117,0.763617739914739
125,1.248,Barguna,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,156,27,24.0,85,90,57.0,0.291063589685606,0.2997096109159928,0.251793712631361,0.06271462023322462,0.3499506810824001
416,1.514423077,Barishal,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,630,27,24.0,85,90,,0.2533858903228801,0.31399278250325374,0.25884791955367686,0.07945780030416524,0.291607379510426
411,2.126520681,Bhola,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,874,27,24.0,85,90,56.0,0.243217327760463,0.21518290569333934,0.14814231615787765,0.06942026717571982,0.2168086916309753
792,3.512626263,Bogura,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2782,27,24.0,85,90,,0.3907901958771589,0.3162831257949364,0.21590492358133406,0.12906589819186085,0.3124280312616473
206,1.946601942,Brahmanbaria,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,401,27,24.0,85,90,54.0,0.3909190194818471,0.3122155978653552,0.23311424095446215,0.1764659108530516,0.2811509765621612
197,1.512690355,Chandpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,298,27,24.0,85,90,,0.3913421262911484,0.30889190354357876,0.25040468411213634,0.09470047908076992,0.303030026749074
257,1.949416342,Chapai Nawabganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,501,27,24.0,85,90,,0.4431037695451635,0.36518152321262076,0.3140133434390434,0.09638113158534899,0.3537489371617141
259,1.918918919,Chattogram,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,497,27,24.0,85,90,,0.5031925773161925,0.3737528987476876,0.3420172801180706,0.09898661224314749,0.5249827607431998
426,2.021126761,Chuadanga,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,861,27,24.0,85,90,,0.5937943182711736,0.4227059252013586,0.2719459361764927,0.15271196939018405,0.5031852308806458
343,1.766763848,CoxsBazar,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,606,27,24.0,85,90,55.0,0.4613461644922925,0.3592907726344174,0.31954097171244267,0.0692116402306853,0.4603922198041147
591,2.676818951,Cumilla,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1582,27,24.0,85,90,,0.4346417753677448,0.34284564417584995,0.291481144108595,0.14415557069500928,0.3645708248943419
448,2.011160714,Dhaka,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,901,27,24.0,85,90,,0.344767292591086,0.2776117050658017,0.24478020581549825,0.08734582541145762,0.3532928976505518
646,2.113003096,Dinajpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1365,27,24.0,85,90,,0.4042335990913202,0.32234086794157224,0.29143132236001257,0.15701239151622182,0.3363010381782366
330,1.212121212,Faridpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,400,27,24.0,85,90,,0.4746373619141085,0.33239620393336533,0.29755027175904253,0.1417968677122105,0.4044204909178377
123,1.577235772,Feni,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,194,27,24.0,85,90,,0.4589202557758623,0.2842631233677197,0.2778078400860854,0.15176984519370368,0.4263300065971123
393,1.842239186,Gaibandha,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,724,27,24.0,85,90,57.0,0.3434167606212545,0.27395987133859834,0.2478348479411857,0.13741222275686632,0.2446402294304136
353,1.036827195,Gazipur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,366,27,24.0,85,90,,0.3482783737758274,0.30635194303509644,0.20271260530122726,0.13820874186632742,0.4065387135241315
192,3.197916667,Gopalganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,614,27,24.0,85,90,56.0,0.4545933382146112,0.42110896945955767,0.4262801911371143,0.09566812754703706,0.3854395052976016
182,2.175824176,Habiganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,396,27,24.0,85,90,,0.4730658538368976,0.3231711367499672,0.19736989304857525,0.1654471159407234,0.2661294631608376
417,2.139088729,Jamalpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,892,27,24.0,85,90,,0.3849267622873427,0.2608859541032384,0.1737837077478204,0.14268581209538603,0.3204199651621038
923,3.178764897,Jashore,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2934,27,24.0,85,90,,0.4688805230475235,0.39339956972543105,0.3564320953995454,0.13514522310095542,0.4475073883018984
335,1.820895522,Jhallokati,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,610,27,24.0,85,90,,0.4152984185672557,0.4137316988614349,0.37830132123720983,0.08684585663945558,0.3980482373190764
639,2.419405321,Jhenaidah,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1546,27,24.0,85,90,,0.5172636126901161,0.4150712300640397,0.3402855752061854,0.12069360735015464,0.4451787298559849
542,4.494464945,Joypurhat,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2436,27,24.0,85,90,64.0,0.4013493246727935,0.3674827827224688,0.22673930310718554,0.15183335807396617,0.4359280719977643
625,1.9168,Khagrachari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1198,27,24.0,85,90,54.0,0.6273542204861793,0.4105939124783329,0.4214656657123207,0.1445249398149172,0.7127123618717103
253,1.071146245,Khulna,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,271,27,24.0,85,90,59.0,0.4395870026247023,0.2886978695291952,0.33800911816002543,0.10979859778711336,0.4342237814545653
519,2.597302505,Kishoreganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1348,27,24.0,85,90,,0.4131448806084709,0.2303765904777549,0.04304073645143695,0.238169318531656,0.3112699019521303
410,2.117073171,Kurigram,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,868,27,24.0,85,90,,0.294759011881437,0.23550891517678307,0.2499837168316994,0.11901932124293754,0.2659209949590453
380,2.360526316,Kushtia,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,897,27,24.0,85,90,,0.5144873456235682,0.36670123301468943,0.2806393664739088,0.09632788988965596,0.4366112739616819
139,1.165467626,Lakshmipur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,162,27,24.0,85,90,56.0,0.329965698770968,0.2665176705077056,0.2043739971160656,0.09658332313886336,0.2635214620314005
288,2.194444444,Lalmonirhat,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,632,27,24.0,85,90,,0.4948821771436415,0.327285543003596,0.3649299840462842,0.14916564862027523,0.3699886074056321
191,2.251308901,Madaripur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,430,27,24.0,85,90,56.0,0.434792084871636,0.34320150106079883,0.3222855593882866,0.11702950709543437,0.3922893847189875
114,2.631578947,Magura,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,300,27,24.0,85,90,61.0,0.4803835186927634,0.4107135263134083,0.28865274880881886,0.11806822801620562,0.424542540711464
305,5.704918033,Manikganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1740,27,24.0,85,90,,0.1994612868881428,0.27780307389620873,0.296352827831847,0.1043687901730382,0.4309266104806672
238,3.054621849,Meherpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,727,27,24.0,85,90,65.0,0.6363343859653814,0.43859697976833373,0.25948503399526074,0.15201014295883683,0.5422238526759723
192,1.90625,Moulvibazar,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,366,27,24.0,85,90,,0.4889183454377723,0.3462284806967757,0.3190542249067888,0.10798317589821964,0.3743598588192403
522,1.068965517,Munshiganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,558,27,24.0,85,90,,0.521983445304389,0.3249779835570896,0.22296002498692666,0.14577993174837942,0.3390365963664746
1166,2.20754717,Mymensingh,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2574,27,24.0,85,90,,0.2832779421973829,0.28976138783679256,0.31664926211503513,0.15774721979783557,0.2733859403767918
1600,2.3975,Naogaon,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,3836,27,24.0,85,90,,0.3741281428245409,0.325766174215715,0.2954428396673448,0.13933540996384858,0.3087416614898178
207,2.937198068,Narail,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,608,27,24.0,85,90,58.0,0.4757956922331443,0.36920658389965155,0.33682367999562923,0.10486351636412665,0.3958955094418674
232,1.271551724,Narayanganj,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,295,27,24.0,85,90,,0.3254064295331264,0.30947226671983424,0.2585031197352457,0.07523473565286287,0.3324589299993573
317,2.123028391,Narsingdi,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,673,27,24.0,85,90,,0.387696320210425,0.33649888008447665,0.30355746053955873,0.14616876671965445,0.3849029249505548
456,1.890350877,Natore,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,862,27,24.0,85,90,,0.5612003405949629,0.3862818701974443,0.19738068574590295,0.16346420645708232,0.380859152838484
255,2.02745098,Netrokona,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,517,27,24.0,85,90,,0.3702446184726372,0.20771414847174863,0.20716307868771594,0.2094664318730768,0.2328478871514515
290,2.85862069,Nilphamari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,829,27,24.0,85,90,,0.446760339331025,0.31491938061408103,0.3705376763987869,0.1679650454989764,0.3232946510636419
213,1.535211268,Noakhali,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,327,27,24.0,85,90,55.0,0.4522745592492853,0.28251069293864195,0.20375110811533592,0.13945921088839452,0.3654843450318284
813,1.6900369,Pabna,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1374,27,24.0,85,90,,0.4649989728650389,0.3551655140482685,0.267168065887026,0.08870064227693232,0.4332378957112088
461,2.830802603,Panchagar,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1305,27,24.0,85,90,,0.4220167525726432,0.3360796261842899,0.34521671646746704,0.1331674247409217,0.2851494820813574
139,1.690647482,Patuakhali,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,235,27,24.0,85,90,,0.2752790517888959,0.27096556180071973,0.23325759894889453,0.08748771233098397,0.3066881597522483
417,1.980815348,Pirojpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,826,27,24.0,85,90,57.0,0.3932548344744789,0.38384777186036056,0.3679417832788916,0.09259989851137558,0.4071895891081893
329,1.872340426,Rajbari,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,616,27,24.0,85,90,60.0,0.445050413155566,0.367978917864764,0.2690441376442564,0.0976878363211382,0.3898099099766552
872,2.591743119,Rajshahi,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,2260,27,24.0,85,90,65.0,0.4500902862447303,0.337539565727752,0.2703161097973671,0.09808580084025477,0.376434231778691
519,1.518304432,Rangamati,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,788,27,24.0,85,90,,0.6310743550546144,0.39179789336510745,0.4020458927209217,0.14715725210506894,0.6993863215167584
932,2.001072961,Rangpur,Rabi,25.5,87.5,Karala,Feb,March to July,Aug to Sep,1865,27,24.0,85,90,59.0,0.4282935836855661,0.3002362052995361,0.3352855188625463,0.14904753146254127,0.2976599417574164
