Area,AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Production,Min Relative Humidity,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Std,NDVI_Season_CV,Avg_Salinity_Index,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Drought_Index,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event
381,2.338582677,Khulna,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,891,70,302.1547966565954,14.202115698821585,0.0238465417091746,0.1008782882916207,976.7470073138252,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4109,0.0825,Optimal,42.5,2.535,6.63,0.04,16.5,High Risk,0,2.338582677165354,10.0,0.4,-2.680114909130036,-1.1581429638028404,-0.3468911027227658,1
381,4.934383202,Netrokona,Kharif 2,19.0,Cauliflower,Sep,Nov to Jan,Feb,1880,70,300.983105062745,-7492.921479343506,0.1490505181532676,0.4764423383061769,759.3640417479114,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2892,0.0258,Optimal,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,4.934383202099737,22.0,0.4285714285714285,-1.240524148793814,1.1165106786067385,-0.0759431695087267,1
382,2.282722513,Narayanganj,Kharif 1,22.5,Chalkumra,March,April to July,July to Oct,872,65,302.9503114153678,16.64004425288047,0.0573974511842566,0.2063471959158542,928.5539633215813,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3209,0.0187,Optimal,41.0,2.7607377049180326,6.78,0.13,31.49,High Risk,0,2.282722513089005,9.0,0.4153846153846154,-2.5570258417892853,-0.7016526739716957,-1.105551890387526,1
382,3.795811518,Bandarban,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,1450,70,299.14882456258346,-2497.5366655029698,0.0938410058788785,0.1349510752849599,451.41043691874046,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.242,0.0591,Moderate,0.0,0.314,1.03,0.0,4.3,Low Risk,0,3.7958115183246073,7.0,0.3428571428571428,5.342218757713995,-2.4168200399134103,0.3442682368110966,0
383,4.994778068,Bagerhat,Kharif 1,31.5,Mango,April,No Need to Do,April to June,1913,50,301.5819733879906,14.77098688500372,0.0419541526202847,0.1570452342229642,883.0219275597883,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3438,0.0669,Optimal,42.5,2.48188524590164,5.86,0.04,22.73,High Risk,0,4.994778067885117,9.0,0.72,-1.528069644262667,-0.7703740557116578,3.4267975907503105,1
384,5.276041667,Rajbari,Kharif 1,22.5,Chalkumra,March,April to July,July to Oct,2026,65,301.82216835877824,15.876646518970118,0.0749241300790676,0.2204943571128681,934.6542363471866,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2532,0.037,Optimal,42.5,2.47672131147541,6.36,0.08,19.09,High Risk,0,5.276041666666667,9.0,0.4153846153846154,-0.8642448172292743,-0.416133257515566,2.7198322593966857,1
384,1.919270833,Cumilla,Kharif 1,25.0,Wood Apple,May,June to August,August to September,737,60,302.3460722862303,15.874724898184908,0.1267759486794592,0.451485367019403,913.0022692592432,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3222,-0.0072,Optimal,31.0,2.4385245901639343,6.32,0.11,37.2,High Risk,0,1.9192708333333333,10.0,0.5,-1.264753414926583,0.9829569891950144,-0.4337854993555278,1
385,2.012987013,Dhaka,Rabi,25.0,Danta Shak,March,April to Aug,Sep,775,75,299.3874729512032,-2495.452728028792,0.0402670879731939,0.1070207152239159,811.0474471676671,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.3078,0.0263,Optimal,0.0,1.2454166666666666,3.9,0.06,4.19,Low Risk,0,2.012987012987013,14.0,0.4266666666666667,-1.2372273320574383,-1.9889632577174547,-1.920032618676342,0
385,0.3974025974,Narail,Kharif 2,30.0,Mug,Feb,March to May,May,153,60,301.5089091597439,-7492.969615107031,0.1546245986188832,0.3322381867648495,690.4520866530374,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4722,0.2038,Optimal,0.0,1.5408130081300817,5.49,0.03,50.58,Low Risk,0,0.3974025974025974,10.0,0.5833333333333334,1.342566155928182,-0.0136251905571568,-1.1470154767101648,1
385,1.096103896,Coxsbazar,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,422,50,301.5489806318382,-7492.904881790653,0.1418742631706814,0.3244139622213089,639.3646638507321,6.29,39.98,17.38,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2263,0.0509,Moderate,0.0,3.3356910569105693,10.625,0.07,85.19,Low Risk,1,1.096103896103896,5.0,0.4,2.817034293084819,0.3174098797300513,-1.3417726642562462,1
386,2.841968912,Chapai Nawabganj,Rabi,25.0,Danta,March,April to Aug,Sep,1097,75,297.4424619890114,-2495.225140358679,0.0784917521276642,0.1829276629555555,865.6497260101954,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2032,0.0311,Moderate,0.0,1.5725,5.4,0.03,3.6,Low Risk,0,2.8419689119170983,14.0,0.4266666666666667,-0.105296381780986,-1.477380978515214,-1.2373109601588426,0
386,5.121761658,Narail,Kharif 1,29.0,Guava,April,No Need to Do,Throuout The Year,1977,50,303.2245432698789,11.12698053736449,0.0491219934727022,0.1545653293900079,953.5573172586392,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.5389,0.1791,Optimal,15.0,1.924918032786885,6.08,0.13,73.12,Moderate Risk,0,5.1217616580310885,12.0,0.7,-1.393037787684919,-0.9634722872668596,-1.1470154767101648,1
386,5.89119171,Gopalganj,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,2274,75,301.0418466723125,-7492.930693000751,0.1281471103202094,0.2415230469733384,647.2486283291205,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7535,0.3103,Optimal,0.0,2.1439024390243904,7.37,0.03,44.67,Low Risk,0,5.891191709844559,12.0,0.2933333333333333,2.4370044805861864,-0.8336544486951788,1.778379570909555,1
386,7.738341969,Shariatpur,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,2987,75,300.9861972117543,-7492.912830896352,0.0955164852769831,0.2373991195963171,757.672096869811,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3126,0.0483,Optimal,0.0,2.389512195121952,7.82,0.03,47.08,Low Risk,0,7.738341968911917,12.0,0.2933333333333333,0.2688636090721072,-0.9250150405635332,1.129783218714213,1
386,1.733160622,Khulna,Rabi,22.5,Chili,Oct,Nov to March,March to April,669,50,297.53771486299524,-2494.2849644778125,0.0344804673061667,0.0769984504040904,650.3819804883071,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4396,0.1115,Optimal,0.0,1.347,4.74,0.03,6.57,Low Risk,0,1.733160621761658,15.0,0.6,1.0492270589696486,-2.377422364868137,-0.3468911027227658,0
387,6.227390181,Nilphamari,Kharif 2,30.0,Betelnut,July,Aug to Jan,Jan to March,2410,70,301.5874089181145,-7492.915606780793,0.1464585882642648,0.3120337000260089,662.4876899141161,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2192,-0.011,Moderate,0.0,1.7053658536585363,6.02,0.02,40.41,Low Risk,0,6.227390180878553,10.0,0.5,1.8741481114865808,0.3401724810309678,-1.079924326687568,1
387,3.560723514,Narayanganj,Kharif 2,16.0,Radish,Oct,Nov to Feb,March,1378,75,302.31883491348344,-7492.915946584404,0.117917622264455,0.3396423890671521,874.9909430059635,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2916,0.038,Optimal,0.0,2.1950406504065043,7.91,0.03,41.18,Low Risk,0,3.5607235142118863,12.0,0.2933333333333333,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1
387,1.84754522,Lalmonirhat,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,715,70,297.41920948481675,-2495.398830403696,0.1111597398386751,0.2524945881724446,887.7887755558337,5.71,32.93,35.66,1.29,7.22,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2249,-0.0004,Moderate,0.0,1.2979166666666666,6.09,0.04,4.45,Low Risk,0,1.847545219638243,10.0,0.3571428571428571,0.3133726254208988,-0.9350759891323964,2.276385067585696,0
388,1.729381443,Pabna,Rabi,25.0,Danta Shak,March,April to Aug,Sep,671,75,298.6514851779786,-2494.7073894137466,0.0484526912918113,0.1083172041105767,856.0449563915972,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2786,0.0317,Optimal,0.0,1.4246666666666667,5.1,0.04,4.76,Low Risk,0,1.7293814432989691,14.0,0.4266666666666667,-0.0493054322426711,-2.073899976135396,-0.7163506146840665,0
388,12.70103093,Jhenaidah,Kharif 1,29.0,Guava,April,No Need to Do,Throuout The Year,4928,50,303.7889509535939,13.399109142973664,0.1061156122254977,0.2891267428295461,766.1341203091142,6.21,30.96,16.69,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2667,0.0364,Optimal,42.5,2.47672131147541,6.36,0.08,19.09,High Risk,0,12.70103092783505,12.0,0.7,-0.4461325206377542,-0.133786021450767,-0.3020893337143854,1
389,3.424164524,Gopalganj,Kharif 1,22.5,Chalkumra,March,April to July,July to Oct,1332,65,302.26382433087895,12.29173482224112,0.0211936561468901,0.0575735780669454,878.6298459145404,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.6896,0.2533,Optimal,42.5,2.5653278688524592,6.27,0.08,23.06,High Risk,0,3.424164524421594,9.0,0.4153846153846154,-0.0232926055962911,-1.734270073895613,1.778379570909555,1
389,3.804627249,Narayanganj,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,1480,60,302.31883491348344,-7492.915946584404,0.117917622264455,0.3396423890671521,874.9909430059635,5.64,35.04,30.21,1.3,9.76,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.319,0.024,Optimal,0.0,2.1950406504065043,7.91,0.03,41.18,Low Risk,0,3.8046272493573263,14.0,0.4,-0.6137014907861099,0.1438940059051399,-1.105551890387526,1
389,0.3393316195,Gopalganj,Kharif 2,27.5,Mashkalai,Aug,Sep to Oct,Nov,132,45,301.0418466723125,-7492.930693000751,0.1281471103202094,0.2415230469733384,647.2486283291205,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.8151,0.2305,Optimal,0.0,2.1439024390243904,7.37,0.03,44.67,Low Risk,0,0.3393316195372751,15.0,0.7777777777777778,2.4370044805861864,-0.8336544486951788,1.778379570909555,1
390,1.648717949,Rangamati,Rabi,25.0,Danta,March,April to Aug,Sep,643,75,297.7417892169816,-2497.347849667983,0.0903461588642519,0.1444921418749687,510.5786573883587,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3109,0.0249,Optimal,0.0,1.6609166666666666,4.45,0.08,4.84,Low Risk,0,1.6487179487179486,14.0,0.4266666666666667,4.542551199913983,-1.9796682762466904,0.8144137837971759,0
390,4.907692308,Moulvibazar,Rabi,20.0,Boroi,February,No Need to Do,February to March,1914,50,299.0728167931308,-2494.600208064441,0.0623427484124923,0.133447838342565,687.8283992225483,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2228,0.075,Moderate,0.0,0.9328333333333332,3.7,0.01,4.37,Low Risk,0,4.907692307692308,10.0,0.5,0.6661247430412655,-1.840451934896208,-0.330268778472907,0
390,13.52051282,Tangail,Kharif 1,30.0,Ripe Papaya,April,No Need to Do,April to May,5273,70,302.36742401824944,19.295412386972487,0.0386502831782179,0.2187616492563127,1027.7592711732273,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2304,0.021,Moderate,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,13.52051282051282,10.0,0.5,-3.104426161616341,-0.2411440961039578,0.4061984056350668,1
390,1.905128205,Narail,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,743,70,298.5110887420059,-2496.29435419244,0.0866664114584224,0.1888370853796122,697.2327337599921,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.5937,0.186,Optimal,0.0,1.1035,4.02,0.01,4.17,Low Risk,0,1.905128205128205,10.0,0.3571428571428571,0.2046991455249452,-1.6559770793823685,-1.1470154767101648,0
391,2.749360614,Satkhira,Kharif 1,25.0,Amra,June,June to August,August to September,1075,60,302.00868909998616,13.13604305182231,0.0671764008354454,0.3111830668002696,1000.8284793588816,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4145,0.0301,Optimal,42.5,2.1515573770491803,5.36,0.14,14.99,High Risk,0,2.7493606138107416,10.0,0.5,-2.744965177932216,-0.1479452356263808,0.2221119957265343,1
392,1.693877551,Satkhira,Kharif 1,24.0,Safeda,April,No Need to Do,Jan to March,664,60,302.00868909998616,13.13604305182231,0.0671764008354454,0.3111830668002696,1000.8284793588816,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3185,0.0674,Optimal,42.5,2.1515573770491803,5.36,0.14,14.99,High Risk,0,1.6938775510204085,28.0,0.6333333333333333,-2.744965177932216,-0.1479452356263808,0.2221119957265343,1
392,5.918367347,Jashore,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,2320,70,303.4735121731487,11.438817316158476,0.1425918050578407,0.4193203230164535,922.2913247375768,6.15,29.39,19.9,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2822,0.0711,Optimal,42.5,2.535,6.63,0.04,16.5,High Risk,0,5.918367346938775,5.0,0.4285714285714285,-0.8252130366884526,0.6139822966594267,-0.3200040351571537,1
392,0.5994897959,Brahmanbaria,Rabi,27.5,Groundnut,Oct,Nov to March,March to April,235,80,298.7120527084988,-2495.714638211617,0.1452972743759682,0.3590234072481429,863.2480392790354,5.7,34.18,25.82,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2666,0.044,Optimal,0.0,1.0854166666666667,3.64,0.01,3.58,Low Risk,0,0.5994897959183674,15.0,0.4375,0.1848828281977054,-0.0337433119511948,2.029774452771957,0
392,3.321428571,Rangamati,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,1302,52,300.26469572113524,-7492.932921006993,0.1967204669732298,0.343900359281891,525.108560397284,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3102,0.036,Optimal,0.0,2.3628455284552845,10.625,0.03,51.72,Low Risk,1,3.321428571428572,17.0,0.6153846153846154,5.211759971552011,0.0397548535603732,0.8144137837971759,1
393,5.419847328,Dhaka,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,2130,70,299.3874729512032,-2495.452728028792,0.0402670879731939,0.1070207152239159,811.0474471676671,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.2548,0.0522,Optimal,0.0,1.2454166666666666,3.9,0.06,4.19,Low Risk,0,5.419847328244275,7.0,0.3428571428571428,-1.2372273320574383,-1.9889632577174547,-1.920032618676342,0
393,3.893129771,Gazipur,Kharif 1,25.0,Green Coconut,May,June to August,August to September,1530,60,303.0310770552333,18.52406171886354,0.1020854540502833,0.4001131173168451,967.6076764862764,5.75,32.53,28.89,1.3,12.05,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3925,0.0024,Optimal,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,0,3.8931297709923673,10.0,0.5,-2.1389689604181865,0.6449851027501006,-0.9146346973064116,1
393,1.842239186,Gaibandha,Rabi,25.5,Karala,Feb,March to July,Aug to Sep,724,85,297.9739641869469,-2494.8242973240563,0.1214564124251778,0.3613569067486802,1024.6324994238396,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2862,0.0265,Optimal,0.0,1.225,4.57,0.07,4.3,Low Risk,0,1.842239185750636,3.0,0.3176470588235294,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0
393,0.6132315522,Kurigram,Kharif 2,17.5,Tobacco,Oct,Nov to Feb,Feb to April,241,50,300.5540816950037,-7492.911328463224,0.1489942289448691,0.4122647360448373,792.4069629086493,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.267,0.0449,Optimal,0.0,1.8404878048780489,5.77,0.08,35.74,Low Risk,0,0.6132315521628499,5.0,0.4,-0.3011624699377863,0.7127066354239922,-0.2670805270454509,1
393,1.590330789,Munshiganj,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,625,65,301.17602976769786,-7492.906371046176,0.1582492121376761,0.4604723678690792,780.7977452526177,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2816,0.0196,Optimal,0.0,2.1950406504065043,7.91,0.03,41.18,Low Risk,0,1.5903307888040712,18.0,0.4615384615384615,-0.0609761658491554,1.0255385705425526,0.6226459636965409,1
394,1.875634518,Khagrachari,Kharif 2,25.0,Black Berry,June,July to August,June  to September,739,65,300.92663672909936,-7492.931414551198,0.2211499054194972,0.3666408922942233,500.10725213700607,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3753,0.013,Optimal,10.0,0.0971544715447154,0.86,0.0,48.38,Moderate Risk,0,1.8756345177664973,10.0,0.4615384615384615,5.527041695073686,0.9246002383827668,-1.7099426415489742,1
394,11.64720812,Pirojpur,Kharif 1,25.0,Amra,June,June to August,August to September,4589,60,301.66703165194235,13.114942509391028,0.0620887177919317,0.1784026873152167,918.2655124550027,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3453,0.0081,Optimal,42.5,2.48188524590164,5.86,0.04,22.73,High Risk,0,11.647208121827411,10.0,0.5,-0.5689489877782272,-0.8082678765237662,3.4267975907503105,1
394,9.984771574,Chandpur,Kharif 1,25.0,Green Coconut,May,June to August,August to September,3934,60,301.32763927140024,14.392754782154965,0.050602881579085,0.1912263057058054,984.9698542041727,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3171,-0.0062,Optimal,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,0,9.98477157360406,10.0,0.5,-1.4054846429954908,-0.630668615035754,3.234117660762148,1
394,12.64974619,Tangail,Kharif 1,25.0,Green Papaya,June,June to August,August to September,4984,60,302.36742401824944,19.295412386972487,0.0386502831782179,0.2187616492563127,1027.7592711732273,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.344,-0.0013,Optimal,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,0,12.6497461928934,10.0,0.5,-3.104426161616341,-0.2411440961039578,0.4061984056350668,1
394,1.92893401,Gaibandha,Rabi,20.0,Ginger,Oct,Nov to March,March to April,760,60,297.9739641869469,-2494.8242973240563,0.1214564124251778,0.3613569067486802,1024.6324994238396,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2277,0.0453,Moderate,0.0,1.225,4.57,0.07,4.3,Low Risk,0,1.9289340101522845,10.0,0.4166666666666667,-1.6329441624639518,-0.4184997128157194,-1.0066614655970505,0
394,1.939086294,Bandarban,Kharif 2,23.5,Oal Kachu,Sep,Oct to Dec,Dec to Feb,764,52,300.7425392751893,-7492.911374378091,0.1874955775464185,0.3150610288910199,481.8611171127872,5.51,29.3,36.52,1.22,9.29,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3044,0.0406,Optimal,0.0,0.0721951219512195,0.51,0.0,52.01,Low Risk,0,1.939086294416244,17.0,0.6153846153846154,5.330836872015286,0.1463323684304434,0.3442682368110966,1
394,1.870558376,Kurigram,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,737,70,297.4079827860363,-2495.884359571193,0.0809085946949536,0.2488977639995626,930.224707307822,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2928,0.0382,Optimal,0.0,1.2979166666666666,6.09,0.04,4.45,Low Risk,0,1.8705583756345177,10.0,0.3571428571428571,-2.104950158200852,-1.0887686079936305,-0.2670805270454509,0
395,3.562025316,Natore,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,1407,75,301.77013958124627,-7492.925923980239,0.2252885638814855,0.5851160171311833,745.9808383481169,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2536,0.0326,Optimal,8.0,2.2247154471544714,8.45,0.03,27.46,Moderate Risk,0,3.562025316455696,17.0,0.4666666666666667,0.761519243987479,1.8282412579108007,-1.025362468666997,1
395,3.46835443,Gaibandha,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,1370,65,301.0673616394812,23.11647368793851,0.131093868545845,0.6065398513510153,1182.3209464304657,5.59,36.5,26.57,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2785,0.0282,Optimal,37.0,2.281475409836065,6.66,0.04,45.39,High Risk,0,3.4683544303797467,7.0,0.2307692307692307,-3.500949971964289,1.147390402158208,-1.0066614655970505,1
395,1.574683544,Dinajpur,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,622,65,301.5642251475618,-7492.920845017315,0.2043221529514547,0.4507515401088504,713.9237103608938,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.256,0.0154,Optimal,0.0,1.9403252032520324,7.11,0.05,31.79,Low Risk,0,1.5746835443037974,18.0,0.4615384615384615,2.462508233743632,1.48728007014412,-1.277515042615828,1
396,5.143939394,Netrokona,Rabi,25.0,Danta,March,April to Aug,Sep,2037,75,298.1153807730973,-2495.472886672341,0.1744941460699309,0.44650226754927,753.6723847278678,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3275,0.0104,Optimal,0.0,1.1035,4.02,0.01,4.17,Low Risk,0,5.143939393939394,14.0,0.4266666666666667,-0.1081267072118993,0.645001036746861,-0.0759431695087267,0
396,6.929292929,Joypurhat,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,2744,60,302.0876035813807,-7492.908116698398,0.2400082308243039,0.5841314159121382,755.5575616431242,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2455,0.0308,Moderate,4.0,2.051056910569106,7.97,0.07,27.99,Moderate Risk,0,6.929292929292929,14.0,0.4,2.0102313593479697,2.6256517911616126,-1.912728633265285,1
397,3.818639798,Narsingdi,Kharif 1,22.5,Chalkumra,March,April to July,July to Oct,1516,65,302.2818597515952,18.507647948404937,0.1466633075373181,0.5261577049257883,835.1781024002817,5.47,35.94,30.81,1.25,14.08,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3297,0.0209,Optimal,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,0,3.818639798488665,9.0,0.4153846153846154,-1.9570365936495715,1.259362824224572,-0.3222700051055954,1
397,4.264483627,Pabna,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,1693,70,298.6514851779786,-2494.7073894137466,0.0484526912918113,0.1083172041105767,856.0449563915972,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2419,0.0562,Moderate,0.0,1.4246666666666667,5.1,0.04,4.76,Low Risk,0,4.26448362720403,7.0,0.3428571428571428,-0.0493054322426711,-2.073899976135396,-0.7163506146840665,0
397,5.64231738,Satkhira,Kharif 2,30.0,Green Palmyra,April,No Need to Do,May,2240,60,300.6811239663431,-7492.957396598133,0.1365521789635732,0.3455660805431315,679.0166939211048,5.93,32.6,23.58,1.27,9.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2882,0.0576,Optimal,0.0,1.6846341463414636,6.2,0.06,45.03,Low Risk,0,5.642317380352645,10.0,0.5833333333333334,0.9147809141135392,-0.2049050645122656,0.2221119957265343,1
397,0.3098236776,Chapai Nawabganj,Kharif 2,22.5,Motor,Oct,Nov to March,March to April,123,75,301.79741666162204,-7492.923501984807,0.1427347975779748,0.3370103491647832,745.512818127511,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2044,0.0435,Moderate,17.0,2.312439024390244,8.68,0.04,23.44,High Risk,0,0.3098236775818639,15.0,0.4,0.855698242098597,0.2979731855813141,-1.2373109601588426,1
398,2.180904523,Shariatpur,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,868,60,302.057504748852,13.811227289531857,0.113563902516599,0.4563478053547303,1131.7438540035685,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3253,0.0383,Optimal,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,0,2.180904522613065,12.0,0.3666666666666666,-1.8578176078027449,0.8097485246561404,1.129783218714213,1
399,3.676691729,Thakurgaon,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,1467,70,297.8752745786292,-2495.33052670239,0.1055506918786437,0.2305284273280876,830.8890306064766,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2224,0.0386,Moderate,0.0,1.2454166666666666,3.9,0.06,4.19,Low Risk,0,3.676691729323308,7.0,0.3428571428571428,0.3512674380935472,-1.0218858295271924,-0.1896617295769261,0
399,2.102756892,Faridpur,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,839,70,301.9748487270995,14.708405095015756,0.1541076324316197,0.5351975822100744,1023.3760261528228,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3376,0.0696,Optimal,42.5,2.5120491803278693,6.07,0.04,25.46,High Risk,0,2.1027568922305764,10.0,0.4,-0.5334615040089054,1.1951752852804756,-1.2197422314320323,1
