AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Min Relative Humidity,Soil_Moisture_mm,pH,Clay,Sand,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Heat_Stress_Days,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Temp_Range,Satellite_Info_1,Satellite_Info_2,Soil_Nutrient_Index,Heavy_Rain_Event,LST_Adjusted
16.28669725,Bogura,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,21.623602122603792,6.18,35.2,21.52,1.3,10.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3207,0.0144,Optimal,42.5,6.82,0.06,31.2,High Risk,0,16.28669724770642,10.0,-2.153183467701252,0.7075917008512003,-0.6760207239667326,1,0.4412343557419831
1.839449541,Lakshmipur,Rabi,20.0,Onion,Oct,Nov to March,March to April,65,-2495.221626725127,5.84,38.4,24.54,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2447,0.0337,Moderate,0.0,4.92,0.03,6.57,Low Risk,0,1.839449541284404,10.0,0.2603561190748771,-0.9258531553628796,1.5300984434907778,0,-0.36235814750028794
8.782608696,Dinajpur,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,20.95896149202266,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.304,-0.0058,Optimal,42.5,6.43,0.08,31.87,High Risk,0,8.782608695652174,10.0,-2.257033632448604,1.3297789186686506,-1.277515042615828,1,1.0978767495325314
3.46347032,Pirojpur,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,13.114942509391028,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3453,0.0081,Optimal,42.5,5.86,0.04,22.73,High Risk,0,3.463470319634703,10.0,-0.5689489877782272,-0.8082678765237662,3.4267975907503105,1,-4.868258480428267e-05
1.714611872,Mymensingh,Kharif 1,25.0,Kakrol,April,May to July,July to Sep,60,22.279740365974035,5.73,31.27,29.94,1.31,10.89,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3264,0.0004,Optimal,15.0,6.08,0.13,73.12,Moderate Risk,0,1.7146118721461188,10.0,-2.988256018435448,-0.2398332307959573,-1.1597349023648824,1,0.6714538023945238
1.296803653,Noakhali,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2489.0539157413573,5.79,33.46,29.05,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2817,0.0261,Optimal,0.0,7.12,0.06,5.24,Low Risk,0,1.2968036529680365,10.0,0.8091402095812312,-1.788152136023718,0.1670797779918249,0,0.3147517769797332
2.041002278,Barishal,Kharif 1,22.5,Chalkumra,March,April to July,July to Oct,65,14.378429688984028,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3333,0.0367,Optimal,16.0,6.44,0.07,35.44,High Risk,0,2.041002277904328,9.0,-1.722027696119141,-0.5601305263115808,1.7433693429784514,1,-0.06652421308905332
4.952164009,Narail,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.969615107031,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.574,0.1882,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,4.952164009111617,17.0,1.342566155928182,-0.0136251905571568,-1.1470154767101648,1,-0.1581711747832628
8.364464692,Nilphamari,Rabi,25.0,Banana,Jan,Jan to Jan,Jan,75,-2495.773404794608,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1755,0.0282,Moderate,0.0,7.48,0.03,4.09,Low Risk,0,8.364464692482915,20.0,0.2553417058288194,-0.716339166760312,-1.079924326687568,0,-1.1786878628871023
7.544419134,Pabna,Kharif 2,18.0,Carrot,Oct,Nov to Feb,March,47,-7492.918581822548,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2638,0.0433,Optimal,0.0,8.54,0.08,35.29,Low Risk,0,7.544419134396355,6.0,0.5351007078635094,0.0452744837508805,-0.7163506146840665,1,-0.08003439969814963
1.633257403,Bhola,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2490.807414421786,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3131,0.0369,Optimal,0.0,5.94,0.12,12.64,Low Risk,0,1.633257403189066,10.0,-2.3485873031646287,-1.2912214801162505,2.2053602775339534,1,-3.5369277902746603
2.134090909,Dinajpur,Rabi,25.0,Danta,March,April to Aug,Sep,75,-2494.933807312677,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2534,0.012,Optimal,0.0,7.31,0.08,4.18,Low Risk,0,2.1340909090909093,14.0,-0.4809205265205077,-0.545585234397815,-1.277515042615828,0,-0.4621527407869621
1.995454545,Cumilla,Kharif 2,25.0,Barbati,Sep,Oct to Dec,December to April,60,-7492.919316790945,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.279,0.0339,Optimal,0.0,5.92,0.03,41.2,Low Risk,0,1.9954545454545447,10.0,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1,0.0762808136669264
1.675736961,Rangpur,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,75,22.662185586800007,5.6,30.27,32.89,1.3,9.77,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2713,-0.0096,Optimal,31.0,5.95,0.08,42.47,High Risk,0,1.6757369614512472,20.0,-2.1867602858324853,1.652557711315884,-2.061583229524937,1,0.454481019217269
0.3378684807,Khulna,Kharif 2,22.5,Rape & Mustard,Oct,Nov to Feb,Feb to April,65,-7492.927155914711,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4396,0.1115,Optimal,0.0,7.47,0.15,38.97,Low Risk,0,0.3378684807256236,15.0,1.8190998872998203,-0.055969212801458,-0.3468911027227658,1,-1.250126656846021
2.393665158,Jamalpur,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,70,23.175670840017982,5.78,29.99,31.6,1.28,12.56,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2788,0.0046,Optimal,37.0,6.66,0.04,45.39,High Risk,0,2.3936651583710407,10.0,-3.500030770892829,0.5655217360239255,0.4183817249211348,1,-0.5837468787623834
0.4166666667,Naogaon,Rabi,31.0,Sesame,Nov,Dec to Jan,Feb,45,-2494.9518627032376,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2235,0.0461,Moderate,0.0,6.18,0.09,4.02,Low Risk,0,0.4166666666666667,8.0,0.1606842482839793,-0.2552001868073154,-1.6238030944783033,0,-0.7282163852653412
6.578828829,Netrokona,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,50,-2495.472886672341,5.92,36.51,29.44,1.29,10.31,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3045,0.0216,Optimal,0.0,4.02,0.01,4.17,Low Risk,0,6.578828828828829,10.0,-0.1081267072118993,0.645001036746861,-0.0759431695087267,0,-0.20208026446499616
1.395505618,Thakurgaon,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,70,20.560762319688507,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2875,0.0052,Optimal,42.5,6.3,0.09,36.58,High Risk,0,1.395505617977528,10.0,-1.1769484669789103,0.7966001419483262,-0.1896617295769261,1,1.914099892465913
1.503370787,Tangail,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2493.9728714482767,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2843,0.0221,Optimal,0.0,4.37,0.01,4.46,Low Risk,0,1.503370786516854,10.0,-0.0995422594243092,-0.1318158083755978,0.4061984056350668,0,-0.08483779506815381
0.8970917226,Munshiganj,Kharif 1,26.0,Aus,March,April to July,Aug,60,14.839407407536791,5.44,35.02,29.59,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2568,0.0188,Optimal,41.0,6.78,0.13,31.49,High Risk,0,0.8970917225950783,28.0,-1.7820651467418769,0.5803589198711898,0.6226459636965409,1,0.7505427717528619
1.418344519,Jhallokati,Rabi,20.0,Boroi,April,No Need to Do,February to March,50,-2496.3111265011707,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1981,0.0802,Moderate,0.0,4.33,0.04,11.23,Low Risk,0,1.41834451901566,10.0,1.15280578744202,-1.7202712506814508,0.2274645318400207,1,-3.127215838653399
2.011160714,Dhaka,Rabi,25.5,Karala,Feb,March to July,Aug to Sep,85,-2495.452728028792,5.49,40.33,25.96,1.32,11.22,Acidic (Chua),Low,Clayey (Sét),0.2999,0.0285,Optimal,0.0,3.9,0.06,4.19,Low Risk,0,2.0111607142857144,3.0,-1.2372273320574383,-1.9889632577174547,-1.920032618676342,0,1.0700119136409398
3.075892857,Narail,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,65,-7492.969615107031,5.75,29.12,33.18,1.33,11.08,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.5934,0.1805,Optimal,0.0,5.49,0.03,50.58,Low Risk,0,3.075892857142857,18.0,1.342566155928182,-0.0136251905571568,-1.1470154767101648,1,-0.1581711747832628
2.902004454,Moulvibazar,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,60,22.24478639367362,6.08,32.01,29.74,1.3,7.5,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3271,0.0367,Optimal,15.0,4.69,0.09,75.86,Moderate Risk,0,2.9020044543429844,12.0,-1.3216296123645963,-0.5877818012514098,-0.330268778472907,1,0.7551799364527483
1.844097996,Sherpur,Kharif 2,25.0,Garlic,Oct,Nov to Jan,Feb,65,-7492.9210082461395,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2393,0.0324,Moderate,0.0,6.82,0.07,39.33,Low Risk,0,1.844097995545657,10.0,1.84244615598563,1.489109308079431,0.7097304939819942,1,0.03884288409983583
1.591111111,Dinajpur,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,70,20.95896149202266,6.01,37.14,25.3,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2523,0.0088,Optimal,42.5,6.43,0.08,31.87,High Risk,0,1.5911111111111111,10.0,-2.257033632448604,1.3297789186686506,-1.277515042615828,1,1.0978767495325314
2.886666667,Naogaon,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,70,18.024082781651924,6.47,38.6,22.11,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2341,0.0314,Moderate,42.5,6.02,0.07,20.44,High Risk,0,2.8866666666666667,10.0,-2.271464230690235,0.0519044574028812,-1.6238030944783033,1,1.6498991903306433
3.68,Joypurhat,Rabi,20.0,Boroi,October,No Need to Do,February to March,50,-2494.32760239672,6.47,38.48,21.6,1.31,10.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2282,0.03,Moderate,0.0,6.18,0.09,4.02,Low Risk,0,3.68,10.0,-0.2394424593387275,-1.0324450516109955,-1.912728633265285,0,-0.35162468266941005
15.89555556,Sylhet,Kharif 1,34.5,Jack Fruit,April,No Need to Do,April to June,70,24.628947614362872,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3773,-0.0008,Optimal,15.0,4.69,0.09,75.86,Moderate Risk,0,15.895555555555555,25.0,-5.216839282959376,0.6971976985288855,-0.2194137775898042,1,-0.14436830046031446
2.381374723,Kishoreganj,Kharif 1,25.0,Wood Apple,May,June to August,August to September,60,21.137417434607904,5.66,32.42,25.32,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.365,-0.001,Optimal,42.5,6.17,0.05,53.7,High Risk,0,2.381374722838137,10.0,-4.201686982108733,2.0812573114320854,0.0672443699865665,1,-1.3616832145965532
3.661504425,Tangail,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,60,-2493.9728714482767,5.71,28.16,38.4,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2217,0.0568,Moderate,0.0,4.37,0.01,4.46,Low Risk,0,3.661504424778761,15.0,-0.0995422594243092,-0.1318158083755978,0.4061984056350668,0,-0.08483779506815381
2.880530973,Bhola,Rabi,20.0,Laushak,Sep,Oct to Nov,Nov to Feb,70,-2490.807414421786,5.57,30.53,27.14,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3131,0.0369,Optimal,0.0,5.94,0.12,12.64,Low Risk,0,2.880530973451328,10.0,-2.3485873031646287,-1.2912214801162505,2.2053602775339534,1,-3.5369277902746603
7.545253863,Sunamganj,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7492.922429056725,5.89,33.84,29.64,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4171,-0.0003,Optimal,0.0,5.89,0.1,69.31,Low Risk,0,7.545253863134658,10.0,-5.085266010179653,0.5684178204578517,-1.2076847204063133,1,-1.1369943456758733
5.516556291,Rajbari,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,65,15.876646518970118,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2545,0.0372,Optimal,42.5,6.36,0.08,19.09,High Risk,0,5.516556291390729,7.0,-0.8642448172292743,-0.416133257515566,2.7198322593966857,1,0.1550880242510857
1.36123348,Bagerhat,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,75,14.77098688500372,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4207,0.0545,Optimal,42.5,5.86,0.04,22.73,High Risk,0,1.3612334801762114,20.0,-1.528069644262667,-0.7703740557116578,3.4267975907503105,1,-0.08510694653654127
2.850220264,Kurigram,Rabi,20.0,Ginger,Oct,Nov to March,March to April,60,-2495.884359571193,5.63,32.46,34.49,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.267,0.0449,Optimal,0.0,6.09,0.04,4.45,Low Risk,0,2.850220264317181,10.0,-2.104950158200852,-1.0887686079936305,-0.2670805270454509,0,-0.9094782515259681
2.625550661,Jhallokati,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,65,-7492.904352056608,5.93,31.9,16.34,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3155,0.036,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,2.6255506607929515,18.0,3.730298118526304,1.2812276945684546,0.2274645318400207,1,-0.6673741182824529
1.890350877,Natore,Rabi,25.5,Karala,Feb,March to July,Aug to Sep,85,-2493.535682093069,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2459,0.0246,Moderate,0.0,5.11,0.13,4.06,Low Risk,0,1.8903508771929824,3.0,0.9804346202736184,-0.877907382181931,-1.025362468666997,0,-0.27401012655894874
4.335526316,Nilphamari,Kharif 1,11.5,Mukhi Kachu,April,May to Sep,Sep to Feb,65,21.96477305865558,6.0,29.14,32.45,1.31,9.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2245,-0.0173,Moderate,28.0,7.13,0.01,48.11,High Risk,0,4.3355263157894735,7.0,-2.362781897304748,0.9869317372354048,-1.079924326687568,1,0.3037643380914119
5.238512035,Cumilla,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,15.874724898184908,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3425,-0.0079,Optimal,31.0,6.32,0.11,37.2,High Risk,0,5.238512035010941,10.0,-1.264753414926583,0.9829569891950144,-0.4337854993555278,1,0.6789919517031535
1.192560175,Bagerhat,Kharif 2,25.0,Barbati,Sep,Oct to Dec,December to April,60,-7492.939971736703,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4222,0.079,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,1.1925601750547046,10.0,2.707741743694672,-0.8950599896279239,3.4267975907503105,1,-1.509959583176908
1.934354486,Khagrachari,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,65,-7492.931414551198,5.58,32.68,28.85,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3268,0.0291,Optimal,10.0,0.86,0.0,48.38,Moderate Risk,0,1.934354485776805,18.0,5.527041695073686,0.9246002383827668,-1.7099426415489742,1,-0.7404436054277994
5.989082969,Shariatpur,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.912830896352,5.64,32.88,22.11,1.27,7.06,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3351,0.0378,Optimal,0.0,7.82,0.03,47.08,Low Risk,0,5.989082969432315,17.0,0.2688636090721072,-0.9250150405635332,1.129783218714213,1,-0.6808831227728547
1.855895197,Natore,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,70,17.52162262926147,5.91,39.91,26.47,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2451,0.0229,Moderate,42.5,6.74,0.09,15.87,High Risk,0,1.8558951965065504,10.0,-1.3605748706341705,-0.5732960155004557,-1.025362468666997,1,1.0744900957542427
2.169934641,Barishal,Kharif 2,19.0,Cauliflower,Sep,Nov to Jan,Feb,70,-7492.914969743981,5.73,27.75,24.02,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3329,0.0404,Optimal,0.0,8.09,0.1,57.23,Low Risk,0,2.169934640522876,22.0,1.1365497553867432,0.7479803276541248,1.7433693429784514,1,-0.990450860425824
2.488017429,Feni,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,50,-2493.673117595814,5.67,35.16,25.97,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2896,0.0327,Optimal,0.0,3.58,0.08,4.65,Low Risk,0,2.4880174291939,10.0,0.138183028599017,-2.2765815630411703,-0.2793896545918674,0,0.9517486710487901
2.851851852,Bagerhat,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,65,-7492.939971736703,5.73,28.25,22.23,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4663,0.0624,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,2.851851851851852,18.0,2.707741743694672,-0.8950599896279239,3.4267975907503105,1,-1.509959583176908
1.806100218,Manikganj,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.913171613218,5.77,30.4,24.41,1.3,10.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2488,0.0352,Moderate,0.0,8.25,0.04,40.15,Low Risk,0,1.806100217864924,15.0,-0.8452228526707006,-0.0361004499488505,-0.0831842507896098,1,-0.20376338501034752
1.310869565,Sylhet,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2494.4159982397005,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3662,0.0221,Optimal,0.0,3.7,0.01,4.37,Low Risk,0,1.3108695652173914,10.0,-0.5437899326617122,-1.8602393522539589,-0.2194137775898042,0,0.7762209620721023
3.856832972,Pirojpur,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,70,-2496.3640446097806,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2658,0.0583,Optimal,0.0,4.33,0.04,11.23,Low Risk,0,3.8568329718004337,7.0,1.1978787217039133,-1.824438246016284,3.4267975907503105,1,-3.53591077906583
2.830802603,Panchagar,Rabi,25.5,Karala,Feb,March to July,Aug to Sep,85,-2495.7410063155894,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3008,0.005,Optimal,0.0,6.48,0.01,3.5,Low Risk,0,2.8308026030368763,3.0,-0.8646203876004026,-0.9877450272643818,-0.545552610126157,0,-0.222956781015057
0.4199134199,Pabna,Kharif 2,30.0,Mug,Feb,March to May,May,60,-7492.918581822548,5.99,39.89,19.7,1.28,13.28,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2351,0.0532,Moderate,0.0,8.54,0.08,35.29,Low Risk,0,0.4199134199134199,10.0,0.5351007078635094,0.0452744837508805,-0.7163506146840665,1,-0.08003439969814963
3.385281385,Sylhet,Kharif 1,29.0,Guava,April,No Need to Do,Throuout The Year,50,24.628947614362872,5.61,28.45,42.62,1.24,11.03,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3727,0.0184,Optimal,15.0,4.69,0.09,75.86,Moderate Risk,0,3.385281385281385,12.0,-5.216839282959376,0.6971976985288855,-0.2194137775898042,1,-0.14436830046031446
2.98488121,Panchagar,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,60,20.56698645745927,5.88,30.85,26.88,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.299,0.0115,Optimal,17.0,6.43,0.04,57.7,High Risk,0,2.98488120950324,12.0,-0.5618216846549959,0.9470611715881926,-0.545552610126157,1,1.4080065616404909
2.220302376,Khulna,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.927155914711,5.81,32.95,24.57,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4929,0.0905,Optimal,0.0,7.47,0.15,38.97,Low Risk,0,2.2203023758099354,19.0,1.8190998872998203,-0.055969212801458,-0.3468911027227658,1,-1.250126656846021
2.103671706,Sirajganj,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2495.228429569034,5.87,30.62,29.44,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2594,0.0368,Optimal,0.0,4.37,0.01,4.46,Low Risk,0,2.103671706263499,10.0,-0.8312217408022509,-1.381539478662757,-1.0264332601421282,0,-0.3370190029026503
3.060344828,Chattogram,Kharif 2,25.0,Black Berry,June,July to August,June  to September,65,-7492.955839828368,6.31,37.8,22.9,1.3,10.41,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3592,0.0008,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,3.060344827586207,10.0,3.437198383827581,1.0756782408724477,-1.535491933654452,1,0.10335642269916434
4.588362069,Gopalganj,Kharif 1,25.0,Green Papaya,June,June to August,August to September,60,12.29173482224112,5.59,33.11,25.11,1.25,12.8,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.7401,0.2252,Optimal,42.5,6.27,0.08,23.06,High Risk,0,4.588362068965517,10.0,-0.0232926055962911,-1.734270073895613,1.778379570909555,1,0.5967439963517904
0.3922413793,Thakurgaon,Kharif 2,15.0,Lentil,Oct,Nov  to  Feb,Feb to March,85,-7492.91047108829,5.85,30.97,32.95,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2479,0.0341,Moderate,0.0,7.4,0.04,40.9,Low Risk,0,0.3922413793103448,10.0,2.523251244539148,0.0029126564483754,-0.1896617295769261,1,0.028210248733330445
5.929032258,Sherpur,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,75,-7492.9210082461395,5.74,31.38,27.07,1.29,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2641,0.0267,Optimal,0.0,6.82,0.07,39.33,Low Risk,0,5.929032258064516,17.0,1.84244615598563,1.489109308079431,0.7097304939819942,1,0.03884288409983583
3.894623656,Chapai Nawabganj,Kharif 2,27.5,Patal,Aug,Sep to Jan,Jan to March,60,-7492.923501984807,6.15,36.38,22.19,1.28,9.18,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2261,0.0298,Moderate,17.0,8.68,0.04,23.44,High Risk,0,3.8946236559139775,15.0,0.855698242098597,0.2979731855813141,-1.2373109601588426,1,0.13033632709488074
3.418454936,Cumilla,Kharif 2,30.0,Betelnut,July,Aug to Jan,Jan to March,70,-7492.919316790945,5.39,36.14,26.69,1.3,11.81,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.3041,0.0216,Optimal,0.0,5.92,0.03,41.2,Low Risk,0,3.418454935622317,10.0,1.7941829638023634,0.7874138216125778,-0.4337854993555278,1,0.0762808136669264
2.800429185,Pirojpur,Kharif 2,14.5,Shalgom,Sep,Oct to Nov,Nov to Feb,70,-7492.926266566518,5.79,29.02,23.88,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3291,0.0333,Optimal,0.0,7.47,0.04,52.27,Low Risk,0,2.800429184549356,19.0,3.211798119998676,0.8898228175181344,3.4267975907503105,1,-0.7347288974086155
1.9527897,Chandpur,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,70,-2496.7435477441672,5.52,32.55,28.9,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3045,0.0229,Optimal,0.0,4.92,0.03,6.57,Low Risk,0,1.952789699570816,10.0,0.4579656111191569,-1.068087200185985,3.234117660762148,0,-0.5543761174231463
3.379828326,Faridpur,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,50,-2494.2519860254192,6.26,33.5,25.3,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3798,0.07,Optimal,0.0,5.01,0.07,5.45,Low Risk,0,3.3798283261802573,10.0,-0.3165569508218318,-1.7059015604741554,-1.2197422314320323,0,0.939529779289046
1.673819742,Rangamati,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,65,-7492.932921006993,5.7,32.36,27.91,1.25,11.45,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3205,0.0329,Optimal,0.0,10.625,0.03,51.72,Low Risk,1,1.6738197424892705,18.0,5.211759971552011,0.0397548535603732,0.8144137837971759,1,-1.4023846133919164
3.406852248,Habiganj,Kharif 2,26.5,Pineapple,Sep,Sep to May,June to Aug,70,-7492.912588427318,5.58,28.52,25.83,1.23,14.88,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.304,0.0226,Optimal,0.0,5.52,0.05,57.42,Low Risk,0,3.406852248394004,17.0,0.207201040658399,0.9547943758686402,2.055687927582037,1,-0.17744127172841218
2.446581197,Rajbari,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,60,15.876646518970118,5.84,30.96,22.82,1.25,6.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2459,0.0425,Moderate,42.5,6.36,0.08,19.09,High Risk,0,2.4465811965811968,12.0,-0.8642448172292743,-0.416133257515566,2.7198322593966857,1,0.1550880242510857
