Area,AP Ratio,District,Season,Avg Temp,Crop Name,Transplant,Growth,Harvest,Production,Min Relative Humidity,Year,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Compaction_Risk,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield,Temp_Range,Drought_Index
471,0.3864118896,Bhola,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,182,60,2022,0.2303697255716275,1.1722554506723966,4.640269637608398,298.1301525442525,-2490.807414421786,0.2557967407826601,0.3010654880049462,0.2168086916309753,0.035436529616362,0.0842567963739709,0.1385339371719007,793.2705144665238,5.57,31.05,2.48,30.53,27.14,42.37,1.27,12.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2304,0.2739,0.0435,1.1835,Optimal,270.62,0.0,2.49725,5.94,0.12,12.64,Low Risk,0,0,0,0.386411889596603,15.0,0.4166666666666667
472,1.896186441,Barishal,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,895,65,2022,0.354441972938945,1.8330552111047609,5.521240421885163,300.67662947410133,-7492.914969743981,0.397391989442272,0.5411183729753246,0.1904844619362955,0.1694881260633615,0.3506339110390291,0.4265011136767834,764.8579796144244,5.73,28.15,2.44,27.75,24.02,48.24,1.27,11.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3188,0.3538,0.035,1.1242,Optimal,1601.92,0.0,2.7213008130081304,8.09,0.1,57.23,Low Risk,0,0,0,1.896186440677966,18.0,0.46153846153846156
473,26.82663848,Faridpur,Kharif 1,25.0,Green Papaya,June,June to August,August to September,12689,60,2022,0.3987462296918531,1.2042460990931034,4.103524174420313,301.9748487270995,14.708405095015756,0.2879453075913369,0.5012944760184437,0.1596716045798009,0.1541076324316197,0.3416228714386428,0.5351975822100744,1023.3760261528228,6.26,17.25,1.33,33.5,25.3,41.19,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3124,0.3696,0.0573,1.185,Optimal,736.76,42.5,2.5120491803278693,6.07,0.04,25.46,High Risk,1,1,0,26.826638477801268,10.0,0.5
473,1.619450317,Lakshmipur,Kharif 2,26.5,Cucumber,Sep,Nov to March,March to Jun,766,60,2022,0.3631640708196994,2.4183504530287765,6.210714949534056,300.6273146480235,-7493.105147019739,0.3677392935288108,0.5368424127097657,0.1735118910859101,0.1903712729427844,0.3633305216238556,0.5176799876781991,741.7048165468992,5.84,24.75,2.65,38.4,24.54,37.07,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2228,0.2458,0.0231,1.1793,Moderate,1311.38,0.0,2.389512195121952,7.82,0.03,47.08,Low Risk,0,0,0,1.6194503171247356,17.0,0.5833333333333334
474,1.305907173,Noakhali,Kharif 2,21.0,Puishak,Aug,Sep to Jan,Feb,619,65,2022,0.3910645622801875,2.4183504530287765,6.109504075971847,301.17565355049305,-7493.073638570928,0.3984988222739314,0.6121314642988956,0.1463623264955313,0.2302222941656166,0.4657691378033644,0.5777239010442042,647.9486594145636,5.79,23.52,1.72,33.46,29.05,37.49,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2663,0.2883,0.022,1.1121,Optimal,1533.16,0.0,3.784227642276423,10.625,0.05,53.62,Low Risk,0,0,1,1.3059071729957803,18.0,0.46153846153846156
475,2.275789474,Chuadanga,Rabi,25.0,Danta,March,April to Aug,Sep,1081,75,2022,0.3875844574841556,1.375305240885754,5.657590631476939,298.0439507354684,-2494.4405740755465,0.5378844794512622,0.6064678529651709,0.4480905156880582,0.0754908007179016,0.1583773372771127,0.1403476092021016,761.9959672086425,6.07,20.18,1.46,38.89,18.38,42.72,1.3,13.81,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2193,0.2563,0.037,1.2636,Optimal,87.14999999999999,0.0,1.4136666666666666,4.92,0.06,4.55,Low Risk,0,0,0,2.2757894736842106,14.0,0.4266666666666667
475,0.2736842105,Bagerhat,Kharif 2,30.0,Mug,Feb,March to May,May,130,60,2022,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,-7492.939971736703,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,3.2150000000000003,28.25,22.23,49.52,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2361,0.3304,0.0943,1.4296,Optimal,1451.65,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,0.2736842105263158,10.0,0.5833333333333334
475,3.288421053,Khagrachari,Kharif 2,19.0,Cauliflower,Sep,Nov to Jan,Feb,1562,70,2022,0.5058611099239839,2.4183504530287765,6.9365146039778125,300.92663672909936,-7492.931414551198,0.6031785053643935,0.8046879631390788,0.3382196284333821,0.2211499054194972,0.4664683347056966,0.3666408922942233,500.10725213700607,5.58,13.79,1.33,32.68,28.85,38.46,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2727,0.3063,0.0336,1.1321,Optimal,1337.03,10.0,0.0971544715447154,0.86,0.0,48.38,Moderate Risk,1,0,0,3.288421052631579,22.0,0.42857142857142855
476,2.785714286,Kishoreganj,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,1326,70,2022,0.1940058010780405,0.7832760309193288,2.8755779720978403,300.3053971199306,21.137417434607904,0.128453827360101,0.3676092519986164,-0.0336641988977872,0.173393593468994,0.4012734508964036,1.349851514995432,905.4467354045564,5.66,20.65,1.96,32.42,25.32,42.24,1.29,10.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3194,0.326,0.0067,1.0419,Optimal,1512.93,42.5,2.217295081967213,6.17,0.05,53.7,High Risk,1,1,0,2.7857142857142856,10.0,0.4
476,1.159663866,Lakshmipur,Kharif 1,27.5,Jambura,April,No Need to Do,May to June,552,70,2022,0.2999101611475252,1.840761702169948,4.579308745215199,301.7128579624475,15.462304615897516,0.2306600104340929,0.3561816998129432,0.1289476151265251,0.0937929395397695,0.227234084686418,0.4066285237881286,933.014460022504,5.84,24.75,2.65,38.4,24.54,37.07,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2063,0.2183,0.012,1.1614,Moderate,897.09,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,1,0,0,1.1596638655462186,5.0,0.42857142857142855
477,2.320754717,Tangail,Rabi,25.0,Danta Shak,March,April to Aug,Sep,1107,75,2022,0.3177569231989116,1.1245825789850386,4.890746365154553,298.2326232424941,-2493.9728714482767,0.3917693671720763,0.5155877071618177,0.2360260118339428,0.1186821523701806,0.2795616953278749,0.3029388265521334,776.4935406679808,5.71,26.11,1.62,28.16,38.4,33.45,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2743,0.2905,0.0162,1.129,Optimal,85.72,0.0,1.3789166666666666,4.37,0.01,4.46,Low Risk,0,0,0,2.320754716981132,14.0,0.4266666666666667
477,4.830188679,Kushtia,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,2304,75,2022,0.3952330999327908,1.5339383322722786,5.124589638033871,301.41568985374283,-7492.915254480282,0.4243913307560647,0.6262090914547398,0.2595401427302436,0.1734859618259766,0.3666689487244962,0.4087877137285219,776.4934705424396,5.96,19.52,2.05,35.95,25.15,38.89,1.28,9.52,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1963,0.2375,0.0413,1.2583,Moderate,984.86,0.0,2.2982113821138213,8.54,0.08,35.29,Low Risk,0,0,0,4.830188679245283,17.0,0.4666666666666667
479,1.350730689,Faridpur,Kharif 1,25.0,Amra,June,June to August,August to September,647,60,2022,0.3987462296918531,1.2042460990931034,4.103524174420313,301.9748487270995,14.708405095015756,0.2879453075913369,0.5012944760184437,0.1596716045798009,0.1541076324316197,0.3416228714386428,0.5351975822100744,1023.3760261528228,6.26,17.25,1.33,33.5,25.3,41.19,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3124,0.3696,0.0573,1.185,Optimal,736.76,42.5,2.5120491803278693,6.07,0.04,25.46,High Risk,1,1,0,1.350730688935282,10.0,0.5
479,2.995824635,Khagrachari,Kharif 2,26.5,Cucumber,Sep,Nov to March,March to Jun,1435,60,2022,0.5058611099239839,2.4183504530287765,6.9365146039778125,300.92663672909936,-7492.931414551198,0.6031785053643935,0.8046879631390788,0.3382196284333821,0.2211499054194972,0.4664683347056966,0.3666408922942233,500.10725213700607,5.58,13.79,1.33,32.68,28.85,38.46,1.27,10.36,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2579,0.2904,0.0325,1.1552,Optimal,1337.03,10.0,0.0971544715447154,0.86,0.0,48.38,Moderate Risk,1,0,0,2.9958246346555324,17.0,0.5833333333333334
479,1.960334029,Panchagar,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,939,65,2022,0.4312938324996329,1.5189875003089537,5.082453262017893,301.69961125373214,-7492.920725039061,0.4723641538430123,0.7131991955629091,0.3210316931496211,0.1748193894600538,0.392167502413288,0.3700945299040497,603.8437038808935,5.88,18.49,1.72,30.85,26.88,42.26,1.29,10.74,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2944,0.3067,0.0122,1.0592,Optimal,1342.09,0.0,1.518130081300813,4.56,0.03,49.36,Low Risk,0,0,0,1.9603340292275573,18.0,0.46153846153846156
479,2.311064718,Khulna,Kharif 2,21.0,Palong Shak,Aug,Sep to Jan,Feb,1107,65,2022,0.3250561911253272,2.353811917068958,5.371504256160694,300.41695367768114,-7492.927155914711,0.4520240128481637,0.5800102272282405,0.2743240682666131,0.1420088630458331,0.3056861589616274,0.3141622104344583,682.1590194281182,5.81,18.99,1.82,32.95,24.57,42.51,1.28,10.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.4101,0.4971,0.087,1.2277,Optimal,1080.92,0.0,2.0617073170731706,7.47,0.15,38.97,Low Risk,0,0,0,2.3110647181628394,18.0,0.46153846153846156
480,2.322916667,Bagerhat,Rabi,25.0,Danta,March,April to Aug,Sep,1115,75,2022,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,-2493.9819857135617,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,3.2150000000000003,28.25,22.23,49.52,1.23,8.73,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3432,0.4073,0.0641,1.2527,Optimal,220.43,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,2.3229166666666665,14.0,0.4266666666666667
480,0.3208333333,Madaripur,Kharif 2,30.0,Mug,Feb,March to May,May,154,60,2022,0.3839570830404489,1.496679831247745,5.297977538148725,301.0636470176722,-7492.913336056465,0.4349038176803514,0.5680438314099354,0.2382060091531424,0.1480005797634093,0.329837822256793,0.3403064625939611,747.762894569038,5.63,23.44,2.78,31.52,30.48,38.0,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2003,0.2849,0.0846,1.5118,Optimal,1238.15,0.0,2.1439024390243904,7.37,0.03,44.67,Low Risk,0,0,0,0.3208333333333333,10.0,0.5833333333333334
480,1.908333333,Thakurgaon,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,916,75,2022,0.349560692814818,1.049997995519819,3.6845437755892014,303.58118022699307,20.560762319688507,0.3076983273566418,0.4809286896683722,0.1637129632869899,0.1461067965693867,0.3172157263813823,0.4748377991669735,882.8065724035296,5.85,20.19,1.81,30.97,32.95,36.08,1.3,11.15,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2971,0.3001,0.003,1.0301,Optimal,1043.06,42.5,2.537540983606557,6.3,0.09,36.58,High Risk,1,1,0,1.9083333333333332,20.0,0.4
480,22.54583333,Chandpur,Kharif 1,34.5,Jack Fruit,April,No Need to Do,April to June,10822,70,2022,0.3231971642861539,1.586214031549935,4.465064421068837,301.32763927140024,14.392754782154965,0.2646230150831639,0.3248166463103474,0.2069406843342435,0.050602881579085,0.1178759619761039,0.1912263057058054,984.9698542041727,5.52,31.68,3.2150000000000003,32.55,28.9,38.55,1.26,9.13,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2294,0.2466,0.0172,1.1791,Moderate,897.09,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,1,0,0,22.54583333333333,25.0,0.6714285714285714
480,4.602083333,Kurigram,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,2209,50,2022,0.2302450915235571,0.768470573227262,3.7234956508696286,297.4079827860363,-2495.884359571193,0.3250675835524814,0.4446969686649252,0.2659209949590453,0.0809085946949536,0.1787759737058799,0.2488977639995626,930.224707307822,5.63,18.2,1.97,32.46,34.49,33.03,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2547,0.2928,0.0382,1.181,Optimal,82.39,0.0,1.2979166666666666,6.09,0.04,4.45,Low Risk,0,0,0,4.602083333333334,10.0,0.5
481,17.73596674,Jashore,Kharif 2,29.0,Sugarcane,Oct,Nov to Aug,Aug to Sep,8531,45,2022,0.4242855869289753,1.6294126764632386,5.312856274378179,301.9456477140748,-7492.941727777685,0.4979538449659447,0.7028498240366357,0.3289696423116384,0.1728723816297973,0.3738801817249972,0.3471654720160261,689.433310655547,6.15,19.27,1.81,29.39,19.9,50.71,1.33,10.64,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.248,0.3206,0.0726,1.3599,Optimal,1080.92,0.0,2.0617073170731706,7.47,0.15,38.97,Low Risk,0,0,0,17.735966735966738,18.0,0.8444444444444444
481,1.85031185,Madaripur,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,890,70,2022,0.3219779882947668,1.195429005950747,4.99356204318144,298.7342401707649,-2496.5230517070154,0.4354940229245552,0.5126870864671587,0.3922893847189875,0.0545707271172381,0.1203977017481711,0.1253076374062932,723.598179423401,5.63,23.44,2.78,31.52,30.48,38.0,1.29,8.43,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.328,0.3817,0.0536,1.1771,Optimal,149.59,0.0,1.3698333333333332,4.8,0.05,7.71,Low Risk,0,0,0,1.8503118503118503,10.0,0.35714285714285715
481,3.276507277,Natore,Rabi,20.0,Pumpkin,Sep,Oct to Nov,Nov to Feb,1576,50,2022,0.3218227673902653,1.2116151218768618,4.95984779832639,298.04345091100333,-2493.535682093069,0.4762081170449314,0.6157551872850959,0.3470177874611827,0.1322606380217887,0.2687373998239132,0.2777370508560854,736.2556354100011,5.91,17.81,1.42,39.91,26.47,33.6,1.28,12.53,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2291,0.257,0.0279,1.1536,Optimal,75.78,0.0,1.4068333333333334,5.11,0.13,4.06,Low Risk,0,0,0,3.2765072765072767,10.0,0.5
482,4.468879668,Kurigram,Kharif 2,26.5,Gourd,July,Aug to Jan,Jan to March,2154,75,2022,0.3258621221780649,1.3571575004473733,4.627946234084336,300.5540816950037,-7492.911328463224,0.3614042529426158,0.4923091315654682,0.1600381274417598,0.1489942289448691,0.3322710041237083,0.4122647360448373,792.4069629086493,5.63,18.2,1.97,32.46,34.49,33.03,1.31,9.23,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.263,0.3022,0.0392,1.2031,Optimal,993.02,0.0,1.8404878048780489,5.77,0.08,35.74,Low Risk,0,0,0,4.468879668049793,17.0,0.4666666666666667
482,3.910788382,Dinajpur,Rabi,20.5,Sweet Potato,Nov,Dec to March,April,1885,70,2022,0.268145434634626,0.9339941041154484,4.242845022602401,297.8553082967753,-2494.933807312677,0.4020115164477718,0.5768919544682428,0.2906194740532874,0.1255841806873411,0.2862724804149554,0.3123895101240381,853.0760826674298,6.01,15.94,1.43,37.14,25.3,37.54,1.28,11.14,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1667,0.2035,0.0368,1.2425,Moderate,75.37,0.0,1.368083333333333,7.31,0.08,4.18,Low Risk,0,0,0,3.9107883817427385,7.0,0.34285714285714286
482,2.935684647,Munshiganj,Rabi,20.0,Onion,Oct,Nov to March,March to April,1415,65,2022,0.313441352304876,1.2942151558903097,4.767753642255082,298.68502032826973,-2496.5480498691377,0.4228208938710821,0.521983445304389,0.3336655622501818,0.1004070888339689,0.1883178830542072,0.2374695533957767,725.5828241750812,5.44,20.42,2.42,35.02,29.59,35.41,1.25,8.43,Acidic (Chua),Low,Loamy (Thịt/Phù Sa),0.2011,0.2391,0.0379,1.2586,Moderate,96.21,0.0,1.3990833333333337,4.12,0.08,4.9,Low Risk,0,0,0,2.9356846473029043,10.0,0.38461538461538464
483,2.389233954,Brahmanbaria,Kharif 2,30.0,Betelnut,July,Aug to Jan,Jan to March,1154,70,2022,0.3125458593535877,1.2896116116175853,4.643707414862252,301.6201130505324,-7492.904442177155,0.3419627865735463,0.4832769726821609,0.2231572914897405,0.1287094154075195,0.2601196811924204,0.3763842747252789,757.6894362057642,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2843,0.3134,0.029,1.1686,Optimal,1124.16,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,0,0,2.389233954451346,10.0,0.5
483,1.556935818,Naogaon,Rabi,17.5,Lemon,Jan,Jan to Jan,Jan,752,60,2022,0.2996071992024616,1.0784075177712054,4.475065120497259,297.58924465229694,-2494.9518627032376,0.4009671609059601,0.6201124466265265,0.300886392682955,0.1497405445604576,0.3192260539435715,0.3734483996697592,852.6830670980565,6.47,15.21,1.24,38.6,22.11,39.3,1.32,12.26,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1417,0.2003,0.0586,1.4039,Moderate,73.46000000000001,0.0,1.37525,6.18,0.09,4.02,Low Risk,0,0,0,1.556935817805383,15.0,0.4166666666666667
483,4.461697723,Feni,Rabi,25.0,Banana,Jan,Jan to Jan,Jan,2155,75,2022,0.3106079046489685,1.0999827915273732,4.843782587216227,299.2692097086111,-2493.673117595814,0.4489640385582567,0.5023790786684436,0.4082268131916088,0.0413284151831327,0.0941522654768347,0.0920528408374294,793.9622601332676,5.67,20.91,1.66,35.16,25.97,38.87,1.29,12.59,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2183,0.2572,0.0389,1.1728,Optimal,89.25,0.0,1.37425,3.58,0.08,4.65,Low Risk,0,0,0,4.461697722567288,20.0,0.4666666666666667
483,1.507246377,Faridpur,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,728,75,2022,0.3987462296918531,1.2042460990931034,4.103524174420313,301.9748487270995,14.708405095015756,0.2879453075913369,0.5012944760184437,0.1596716045798009,0.1541076324316197,0.3416228714386428,0.5351975822100744,1023.3760261528228,6.26,17.25,1.33,33.5,25.3,41.19,1.31,12.96,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2831,0.3488,0.0656,1.2879,Optimal,736.76,42.5,2.5120491803278693,6.07,0.04,25.46,High Risk,1,1,0,1.5072463768115942,20.0,0.4
483,1.879917184,Coxsbazar,Kharif 1,23.0,Jhinga,April,May to June,June to Aug,908,70,2022,0.3536113064895794,1.4800906253250434,4.152490255164809,302.7392061422723,19.35311144029747,0.3333961221277134,0.362233654035479,0.280567372051847,0.0384967818957059,0.081666281983632,0.1154685952854577,910.2371214032944,6.29,16.93,1.27,39.98,17.38,42.65,1.32,13.32,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2783,0.2837,0.0054,1.0777,Optimal,1987.35,0.0,3.1152459016393443,6.25,0.16,71.71,Low Risk,0,0,0,1.8799171842650104,10.0,0.4
483,3.424430642,Noakhali,Rabi,20.0,Onion,Oct,Nov to March,March to April,1654,65,2022,0.3083888912565949,1.826756515407593,5.348018022486707,298.632212814542,-2489.0539157413573,0.4352845218204397,0.4854136963654465,0.3654843450318284,0.0505992350550107,0.1199293513336181,0.116244048475226,760.6247402542456,5.79,23.52,1.72,33.46,29.05,37.49,1.31,13.67,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.1939,0.2339,0.0401,1.3048,Moderate,112.63,0.0,2.690583333333333,7.12,0.06,5.24,Low Risk,0,0,0,3.4244306418219463,10.0,0.38461538461538464
483,2.991718427,Sunamganj,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,1445,70,2022,0.3003339605748761,1.2315317108731962,4.496109343847151,297.5547697580556,-2494.812104712428,0.4209381371061952,0.6219959069450288,0.2344378897328882,0.1852503651259563,0.3875580172121406,0.4400892881778041,707.4468735394969,5.89,15.26,1.56,33.84,29.64,36.52,1.33,9.78,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3164,0.3322,0.0158,1.0608,Optimal,91.4,0.0,1.1945,3.59,0.04,4.76,Low Risk,0,0,0,2.991718426501035,10.0,0.35714285714285715
484,3.840909091,Lakshmipur,Kharif 1,30.0,Jute,March,April to Aug,Sep,1859,70,2022,0.2999101611475252,1.840761702169948,4.579308745215199,301.7128579624475,15.462304615897516,0.2306600104340929,0.3561816998129432,0.1289476151265251,0.0937929395397695,0.227234084686418,0.4066285237881286,933.014460022504,5.84,24.75,2.65,38.4,24.54,37.07,1.28,9.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2466,0.2571,0.0105,1.1475,Optimal,897.09,34.0,2.7896721311475408,6.68,0.12,31.7,High Risk,1,0,0,3.840909090909091,20.0,0.5714285714285714
484,1.564049587,Sirajganj,Kharif 1,20.0,Lady’S Finger,April,May to June,June to Sep,757,75,2022,0.2883424254592767,0.8434874516179025,3.243103238375398,301.4346498654085,19.1867737579304,0.1939391519162513,0.2438028677727265,0.1381345270632336,0.055318296172112,0.1056683407094929,0.285235320591688,1122.7924980279338,5.87,16.81,1.53,30.62,29.44,39.96,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.265,0.2841,0.0191,1.109,Optimal,1038.79,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,1,1,0,1.5640495867768596,20.0,0.4
484,8.853305785,Brahmanbaria,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,4285,60,2022,0.3125458593535877,1.2896116116175853,4.643707414862252,301.6201130505324,-7492.904442177155,0.3419627865735463,0.4832769726821609,0.2231572914897405,0.1287094154075195,0.2601196811924204,0.3763842747252789,757.6894362057642,5.7,25.48,2.96,34.18,25.82,40.02,1.29,8.61,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.281,0.3096,0.0286,1.1206,Optimal,1124.16,0.0,1.6234146341463416,5.66,0.08,40.61,Low Risk,0,0,0,8.853305785123966,14.0,0.4
486,1.927983539,Tangail,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,937,70,2022,0.3177569231989116,1.1245825789850386,4.890746365154553,298.2326232424941,-2493.9728714482767,0.3917693671720763,0.5155877071618177,0.2360260118339428,0.1186821523701806,0.2795616953278749,0.3029388265521334,776.4935406679808,5.71,26.11,1.62,28.16,38.4,33.45,1.29,16.11,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2622,0.2843,0.0221,1.108,Optimal,85.72,0.0,1.3789166666666666,4.37,0.01,4.46,Low Risk,0,0,0,1.9279835390946505,10.0,0.35714285714285715
487,1.316221766,Patuakhali,Kharif 1,25.0,Wood Apple,May,June to August,August to September,641,60,2022,0.3000874978925442,0.8545850275047033,3.40384742801921,302.59619615824204,18.73854848207652,0.2569179102912676,0.3357123883791376,0.1845850493144675,0.0633746104172621,0.15112733906467,0.2466726058351262,937.9013015939954,5.73,17.04,1.8,25.82,35.1,39.05,1.32,9.46,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.3772,0.401,0.0237,1.0637,Optimal,1663.21,0.0,3.684180327868853,7.13,0.09,59.17,Low Risk,0,0,0,1.3162217659137576,10.0,0.5
487,5.164271047,Gaibandha,Kharif 2,19.0,Cauliflower,Sep,Nov to Jan,Feb,2515,70,2022,0.3527673916625468,1.3555939339437526,4.6690832097709,300.81797875461086,-7492.912896880456,0.3718431203390883,0.5191748931888249,0.1862351151714448,0.15295885284798,0.3329397780173801,0.4113531876251871,775.7867248374891,5.59,17.13,1.51,36.5,26.57,36.92,1.32,11.34,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2121,0.2488,0.0368,1.2207,Moderate,1091.34,0.0,1.954471544715448,6.82,0.07,39.33,Low Risk,0,0,0,5.164271047227926,22.0,0.42857142857142855
487,3.205338809,Pirojpur,Kharif 2,17.0,Cabbage,Sep,Oct to Jan,Feb,1561,60,2022,0.4079955225207827,2.0865525313610664,5.885433507623059,300.93235143711854,-7492.926266566518,0.5242290920419749,0.6965960442832237,0.2624382760227538,0.2004012487295517,0.4341577682604699,0.3822779997747733,571.4062360189625,5.79,33.040000000000006,3.2150000000000003,29.02,23.88,47.1,1.22,7.75,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2959,0.3291,0.0333,1.1272,Optimal,1451.65,0.0,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,3.205338809034908,14.0,0.4
487,1.176591376,Jhallokati,Rabi,20.0,Lal Shak,Sep,Oct to Nov,Nov to Feb,573,70,2022,0.3345963166329672,1.3398176673712916,5.37448724352439,298.53986449587376,-2496.3111265011707,0.4739498262349428,0.5645420349590545,0.3980482373190764,0.0802922536157552,0.1664937976399781,0.1694108725676658,650.8459620508035,5.93,21.42,2.0,31.9,16.34,51.81,1.29,10.7,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2706,0.3097,0.0391,1.1646,Optimal,220.43,0.0,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,1.1765913757700206,10.0,0.35714285714285715
489,12.98364008,Jhenaidah,Kharif 1,25.0,Green Papaya,June,June to August,August to September,6349,60,2022,0.3784457199851799,1.075833097382126,3.989334097416896,303.7889509535939,13.399109142973664,0.3670210897373056,0.4932941383053687,0.2515724809224544,0.1061156122254977,0.2417216573829143,0.2891267428295461,766.1341203091142,6.21,20.84,1.65,30.96,16.69,52.35,1.26,12.62,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2602,0.2795,0.0194,1.0902,Optimal,558.92,42.5,2.47672131147541,6.36,0.08,19.09,High Risk,1,1,0,12.98364008179959,10.0,0.5
490,2.259183673,Sirajganj,Kharif 1,16.0,Beans,June,July to Nov,Nov to April,1107,60,2022,0.2883424254592767,0.8434874516179025,3.243103238375398,301.4346498654085,19.1867737579304,0.1939391519162513,0.2438028677727265,0.1381345270632336,0.055318296172112,0.1056683407094929,0.285235320591688,1122.7924980279338,5.87,16.81,1.53,30.62,29.44,39.96,1.34,10.98,Optimal (Tối Ưu),Low,Loamy (Thịt/Phù Sa),0.2238,0.2607,0.0369,1.2367,Optimal,1038.79,42.5,2.3401639344262297,6.82,0.09,36.24,High Risk,1,1,0,2.259183673469388,12.0,0.36666666666666664
