B,Category,Cu,Cycle_Year,DISTRICT,DISTRICT_L,EC,Feature_ID,K,Mn,N,OC,P,S,STATE,STATE_LGD,Scan_Lat,Scan_Lon,TEHSIL,VILLAGE,Zn,fe,pH
0.43,Deficient,1.36,2017-19,BAGALKOT,524,0.21,29_524_shc_2017-19.400,154.125,3.88,321.0,0.56,15.38,31.5,KARNATAKA,29,16.269999999999914,75.93599999999778,BAGALKOTE,NAYNEGALI,0.21,0.38,8.2
0.57,Sufficient,2.23,2017-19,BAGALKOT,524,0.27,29_524_shc_2017-19.251,266.4,7.04,481.51,0.84,26.94,31.0,KARNATAKA,29,16.281999999999908,75.64599999999845,BILGI,TUMMARAMATTI,0.72,0.46,7.9
0.54,Sufficient,2.05,2017-19,BAGALKOT,524,0.35,29_524_shc_2017-19.265,404.663,7.18,464.32,0.81,25.21,32.0,KARNATAKA,29,16.281999999999908,75.67199999999839,BILGI,TOLAMATTI,0.61,0.36,7.8
0.5,Sufficient,0.71,2017-19,BAGALKOT,524,0.27,29_524_shc_2017-19.397,280.013,2.61,217.827,0.38,23.11,27.027,KARNATAKA,29,16.291999999999902,75.9259999999978,BAGALKOTE,BEVINMATTI,0.49,0.34,7.8
0.58,Sufficient,1.86,2017-19,BAGALKOT,524,0.24,29_524_shc_2017-19.70,223.65,4.54,470.05,0.82,18.02,33.0,KARNATAKA,29,16.2939999999999,75.31799999999922,MUDHOL,JIRGAL,0.43,0.41,8.1
0.68,Sufficient,0.92,2017-19,BAGALKOT,524,0.24,29_524_shc_2017-19.386,188.438,6.52,292.3,0.51,18.38,27.25,KARNATAKA,29,16.2939999999999,75.90199999999786,BAGALKOTE,MANIHALLI,0.27,0.34,8.2
0.69,Sufficient,2.06,2017-19,BAGALKOT,524,0.39,29_524_shc_2017-19.53,241.76,6.37,470.05,0.82,17.29,44.75,KARNATAKA,29,16.2959999999999,75.26799999999933,MUDHOL,RUGI,0.41,0.51,8.0
0.64,Sufficient,0.36,2017-19,BAGALKOT,524,0.1,29_524_shc_2017-19.391,200.25,2.54,217.83,0.38,20.38,32.0,KARNATAKA,29,16.2959999999999,75.91399999999783,BAGALKOTE,HOSUR,0.42,0.74,7.8
0.3,Deficient,2.05,2017-19,BAGALKOT,524,0.58,29_524_shc_2017-19.34,257.63,6.64,424.19,0.74,29.48,75.0,KARNATAKA,29,16.2979999999999,75.20799999999947,MUDHOL,RANJANAGI,0.93,0.4,8.1
0.775,Sufficient,1.01,2017-19,BAGALKOT,524,0.16,29_524_shc_2017-19.38,272.705,2.95,366.87,0.64,22.6,40.25,KARNATAKA,29,16.2979999999999,75.22399999999944,MUDHOL,UTTUR,0.36,0.36,8.4
0.72,Sufficient,0.54,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.378,345.15,2.56,269.4,0.47,22.11,27.0,KARNATAKA,29,16.2979999999999,75.8839999999979,BAGALKOTE,RAMPUR,0.28,0.29,8.08
0.36,Deficient,1.49,2017-19,BAGALKOT,524,0.38,29_524_shc_2017-19.28,277.88,6.69,365.71,0.64,25.705,53.5,KARNATAKA,29,16.299999999999898,75.22199999999944,MUDHOL,VANTIGOD,0.46,0.29,8.1
0.94,Sufficient,1.55,2017-19,BAGALKOT,524,0.25,29_524_shc_2017-19.304,384.075,3.49,229.29,0.4,25.48,58.125,KARNATAKA,29,16.299999999999898,75.73999999999823,BILGI,BADARADINNI,0.47,0.21,8.0
0.565,Sufficient,1.49,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.171,445.95,7.19,464.32,0.81,25.3,40.25,KARNATAKA,29,16.301999999999897,75.50599999999878,BILGI,ARAKERI,0.45,0.54,7.9
0.78,Sufficient,0.88,2017-19,BAGALKOT,524,0.44,29_524_shc_2017-19.314,584.1,7.36,177.7,0.31,42.5,27.0,KARNATAKA,29,16.303999999999895,75.75999999999819,BAGALKOTE,TALGIHAL,2.08,0.21,7.07
0.57,Sufficient,2.22,2017-19,BAGALKOT,524,0.315,29_524_shc_2017-19.64,268.313,5.525,492.98,0.86,12.56,15.625,KARNATAKA,29,16.305999999999894,75.30399999999925,MUDHOL,GULGAL JAMBGI,0.34,0.46,7.9
0.58,Sufficient,1.678,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.106,212.738,5.83,464.32,0.81,30.49,47.75,KARNATAKA,29,16.307999999999893,75.39199999999904,MUDHOL,VAJRAMATTI,0.46,0.43,8.0
0.84,Sufficient,0.39,2017-19,BAGALKOT,524,0.25,29_524_shc_2017-19.343,337.5,2.2,303.8,0.53,22.6,8.5,KARNATAKA,29,16.307999999999893,75.82599999999803,BAGALKOTE,HIRE MURAMATTI,0.19,0.27,9.0
0.65,Sufficient,1.12,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.398,141.75,5.84,275.2,0.48,19.02,34.25,KARNATAKA,29,16.307999999999893,75.92999999999779,BAGALKOTE,NAGASAMPIGI,0.23,0.39,8.6
0.58,Sufficient,0.84,2017-19,BAGALKOT,524,0.17,29_524_shc_2017-19.76,211.5,1.93,332.47,0.58,26.03,38.5,KARNATAKA,29,16.31399999999989,75.33399999999918,MUDHOL,INGALAGI,0.24,0.22,7.7
0.63,Sufficient,1.25,2017-19,BAGALKOT,524,0.21,29_524_shc_2017-19.95,401.51,4.04,461.45,0.81,21.2,31.0,KARNATAKA,29,16.31599999999989,75.37199999999909,MUDHOL,BARGI,0.34,0.51,8.1
0.73,Sufficient,1.57,2017-19,BAGALKOT,524,0.22,29_524_shc_2017-19.266,267.53,4.96,389.8,0.68,17.29,42.25,KARNATAKA,29,16.319999999999887,75.51199999999876,BILGI,MANNIKERI,0.65,0.34,8.0
0.98,Sufficient,0.415,2017-19,BAGALKOT,524,0.175,29_524_shc_2017-19.364,237.545,1.025,329.605,0.575,22.885,28.75,KARNATAKA,29,16.319999999999887,75.89599999999787,BAGALKOTE,MASTIHAL,0.255,0.185,8.2
0.5,Sufficient,0.835,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.85,230.625,1.72,389.8,0.67,16.107,34.5,KARNATAKA,29,16.323999999999884,75.2799999999993,MUDHOL,YADAHALLI,0.22,0.41,8.2
0.53,Sufficient,2.46,2017-19,BAGALKOT,524,0.15,29_524_shc_2017-19.296,212.175,4.52,412.7,0.72,50.05,35.0,KARNATAKA,29,16.323999999999884,75.61799999999852,BILGI,HONNIHAL,0.79,0.36,7.9
0.7,Sufficient,0.83,2017-19,BAGALKOT,524,0.13,29_524_shc_2017-19.371,255.26,4.79,257.95,0.45,22.66,26.5,KARNATAKA,29,16.323999999999884,75.97199999999769,BAGALKOTE,ALUR,0.3,0.59,8.3
0.66,Sufficient,1.63,2017-19,BAGALKOT,524,0.15,29_524_shc_2017-19.142,209.36,3.0,378.33,0.66,18.837,40.75,KARNATAKA,29,16.327999999999882,75.30799999999924,MUDHOL,HALAGALI,0.26,0.35,8.2
0.95,Sufficient,0.92,2017-19,BAGALKOT,524,0.16,29_524_shc_2017-19.359,193.16,1.93,366.87,0.64,49.32,20.75,KARNATAKA,29,16.327999999999882,75.77199999999816,BAGALKOTE,CHIKKAGULBAL,0.84,0.19,8.0
0.73,Sufficient,0.735,2017-19,BAGALKOT,524,0.21,29_524_shc_2017-19.4,643.95,3.0,257.95,0.45,20.414,27.5,KARNATAKA,29,16.337999999999877,75.16599999999957,MUDHOL,MARAPUR,0.615,0.695,8.0
0.645,Sufficient,1.23,2017-19,BAGALKOT,524,0.54,29_524_shc_2017-19.24,310.61,3.7,395.53,0.69,21.75,39.25,KARNATAKA,29,16.337999999999877,75.08799999999975,MUDHOL,AKKIMARDI,0.58,1.14,8.1
0.59,Sufficient,2.0,2017-19,BAGALKOT,524,0.3,29_524_shc_2017-19.21,238.39,4.0,412.75,0.72,26.29,40.75,KARNATAKA,29,16.345999999999872,75.17199999999956,MUDHOL,NANDGAON,0.36,0.39,8.0
0.39,Deficient,1.245,2017-19,BAGALKOT,524,0.265,29_524_shc_2017-19.36,548.295,5.475,417.995,0.705,15.04,57.35,KARNATAKA,29,16.345999999999872,75.30999999999923,MUDHOL,MALALI,0.4,0.265,8.6
0.31,Deficient,2.81,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.336,310.05,6.66,624.82,1.09,19.019,44.5,KARNATAKA,29,16.345999999999872,75.67599999999838,BILGI,KAMDAL,0.54,0.74,7.8
0.75,Sufficient,0.83,2017-19,BAGALKOT,524,0.16,29_524_shc_2017-19.302,313.09,3.46,401.26,0.72,18.02,48.125,KARNATAKA,29,16.34999999999987,75.77999999999814,BILGI,MUTTALDINNI,0.515,0.55,8.4
0.59,Sufficient,1.05,2017-19,BAGALKOT,524,0.39,29_524_shc_2017-19.117,301.73,3.78,355.4,0.62,14.38,27.75,KARNATAKA,29,16.35199999999987,75.22999999999942,MUDHOL,MELLIGERI,0.37,0.51,8.1
0.78,Sufficient,0.7,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.256,230.63,0.84,252.22,0.44,14.5,27.25,KARNATAKA,29,16.35199999999987,75.71599999999829,BILGI,BADAGAND,0.23,0.74,8.6
0.8,Sufficient,1.07,2017-19,BAGALKOT,524,0.19,29_524_shc_2017-19.6,300.26,5.695,269.42,0.465,30.5,50.5,KARNATAKA,29,16.36599999999986,75.21999999999944,MUDHOL,SAIDAPUR,1.25,0.49,8.0
0.91,Sufficient,0.38,2017-19,BAGALKOT,524,0.1,29_524_shc_2017-19.298,160.4,3.36,154.77,0.27,30.3,11.75,KARNATAKA,29,16.36599999999986,75.76199999999818,BILGI,TIMMAPUR,0.3,0.77,8.2
0.49,Deficient,0.93,2017-19,BAGALKOT,524,0.56,29_524_shc_2017-19.13,216.113,3.05,487.2,0.85,28.85,63.25,KARNATAKA,29,16.36799999999986,75.10599999999971,MUDHOL,SANGANATTI,0.34,0.19,7.7
0.43,Deficient,1.47,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.52,440.78,3.77,372.6,0.65,5.369,64.75,KARNATAKA,29,16.36999999999986,75.35399999999913,MUDHOL,MALAPUR,0.64,0.33,8.4
0.85,Sufficient,0.44,2017-19,BAGALKOT,524,0.68,29_524_shc_2017-19.12,332.7,2.11,432.795,0.755,20.29,48.35,KARNATAKA,29,16.38599999999985,75.3679999999991,MUDHOL,BUDNI,0.3,0.24,8.4
0.76,Sufficient,1.07,2017-19,BAGALKOT,524,0.16,29_524_shc_2017-19.7,239.51,2.96,271.09,0.47,26.93,37.0,KARNATAKA,29,16.389999999999848,75.00999999999993,MUDHOL,BISNAL,0.26,0.26,8.1
0.28,Deficient,0.91,2017-19,BAGALKOT,524,0.4,29_524_shc_2017-19.25,847.8,5.08,365.71,0.64,21.385,26.75,KARNATAKA,29,16.389999999999848,75.31399999999923,MUDHOL,BELAGALI,0.41,0.2,7.7
0.44,Deficient,1.3,2017-19,BAGALKOT,524,0.48,29_524_shc_2017-19.33,372.263,3.29,406.99,0.72,44.68,54.0,KARNATAKA,29,16.389999999999848,75.24599999999938,MUDHOL,MUGALKHOD,0.58,0.56,8.0
0.28,Deficient,1.21,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.114,173.4,4.99,435.65,0.76,10.1,21.75,KARNATAKA,29,16.389999999999848,75.11599999999969,BILGI,AMALIHARI,0.39,0.39,8.05
0.28,Deficient,1.21,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.114,173.4,4.99,435.65,0.76,10.1,21.75,KARNATAKA,29,16.389999999999848,75.38399999999906,BILGI,AMALIHARI,0.39,0.39,8.05
0.85,Sufficient,0.44,2017-19,BAGALKOT,524,0.68,29_524_shc_2017-19.73,332.7,2.11,432.795,0.755,20.29,48.35,KARNATAKA,29,16.389999999999848,75.4559999999989,MUDHOL,BUDNI,0.3,0.24,8.4
0.75,Sufficient,0.94,2017-19,BAGALKOT,524,0.14,29_524_shc_2017-19.219,254.36,2.69,332.47,0.59,18.2,20.75,KARNATAKA,29,16.389999999999848,75.5819999999986,BILGI,KANTIKAL,0.32,0.38,8.1
0.43,Deficient,1.88,2017-19,BAGALKOT,524,0.41,29_524_shc_2017-19.39,342.675,5.83,372.6,0.655,17.9,52.375,KARNATAKA,29,16.40199999999984,75.31599999999922,MUDHOL,KULAL,0.47,0.39,8.0
0.72,Sufficient,0.84,2017-19,BAGALKOT,524,0.26,29_524_shc_2017-19.200,271.35,4.63,240.76,0.42,18.2,34.75,KARNATAKA,29,16.40399999999984,75.29199999999928,BILGI,BALLUR,0.41,0.46,8.2
0.86,Sufficient,0.58,2017-19,BAGALKOT,524,0.17,29_524_shc_2017-19.170,455.18,1.59,418.46,0.73,15.02,36.5,KARNATAKA,29,16.409999999999837,75.47399999999885,BILGI,BUDIHAL,0.34,0.26,8.0
0.41,Deficient,1.2,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.260,287.88,5.67,384.06,0.7,22.7,23.0,KARNATAKA,29,16.409999999999837,75.79199999999811,BILGI,KORTI,0.28,0.32,8.4
0.39,Deficient,1.46,2017-19,BAGALKOT,524,0.21,29_524_shc_2017-19.245,272.03,4.46,350.435,0.63,18.02,43.5,KARNATAKA,29,16.417999999999832,75.7119999999983,BILGI,GADADINNI,0.39,0.54,8.0
0.82,Sufficient,1.7,2017-19,BAGALKOT,524,0.34,29_524_shc_2017-19.119,322.54,5.86,389.8,0.68,28.028,33.0,KARNATAKA,29,16.41999999999983,75.409999999999,BILGI,GALGALI,0.46,0.37,7.9
0.69,Sufficient,1.11,2017-19,BAGALKOT,524,0.575,29_524_shc_2017-19.17,325.238,2.89,237.89,0.415,17.7,33.25,KARNATAKA,29,16.42199999999983,76.3119999999969,JAMKHANDI,CHIMAD,0.54,0.42,8.1
0.62,Sufficient,1.66,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.72,268.0,4.73,424.19,0.73,16.835,42.0,KARNATAKA,29,16.429999999999826,75.46199999999888,JAMKHANDI,MAREGUDDI,0.3,0.43,8.0
0.41,Deficient,1.21,2017-19,BAGALKOT,524,0.35,29_524_shc_2017-19.193,288.0,4.69,361.13,0.63,25.4,34.75,KARNATAKA,29,16.43799999999982,75.59799999999856,BILGI,GUDADINNI,0.33,0.38,8.2
0.31,Deficient,1.43,2017-19,BAGALKOT,524,0.2,29_524_shc_2017-19.5,278.044,4.9,486.81,0.85,19.93,55.625,KARNATAKA,29,16.449999999999815,74.98,JAMKHANDI,GOLBHAVI,0.36,0.47,8.3
0.57,Sufficient,1.33,2017-19,BAGALKOT,524,0.16,29_524_shc_2017-19.30,212.738,4.48,447.12,0.79,24.48,46.0,KARNATAKA,29,16.449999999999815,75.18799999999952,JAMKHANDI,NAVALGI,0.32,0.45,7.9
0.64,Sufficient,0.36,2017-19,BAGALKOT,524,0.1,29_524_shc_2017-19.20,200.25,2.54,217.83,0.38,20.38,32.0,KARNATAKA,29,16.449999999999815,75.30599999999924,JAMKHANDI,HOSUR,0.42,0.74,7.8
0.85,Sufficient,0.44,2017-19,BAGALKOT,524,0.68,29_524_shc_2017-19.105,332.7,2.11,432.795,0.755,20.29,48.35,KARNATAKA,29,16.451999999999813,75.37999999999907,JAMKHANDI,BUDNI,0.3,0.24,8.4
0.8,Sufficient,0.64,2017-19,BAGALKOT,524,0.35,29_524_shc_2017-19.192,444.83,1.74,260.82,0.455,14.38,33.75,KARNATAKA,29,16.453999999999812,75.69399999999834,BILGI,GIRIGAON,0.34,0.52,8.4
0.6,Sufficient,0.98,2017-19,BAGALKOT,524,0.14,29_524_shc_2017-19.54,227.14,2.25,338.21,0.59,15.0,26.75,KARNATAKA,29,16.45599999999981,75.10199999999972,JAMKHANDI,SIDDAPUR,0.25,0.5,8.2
0.55,Sufficient,1.16,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.65,359.78,2.8,424.2,0.74,18.29,38.0,KARNATAKA,29,16.45799999999981,75.3659999999991,JAMKHANDI,HULYAL,0.31,0.385,8.2
0.55,Sufficient,1.16,2017-19,BAGALKOT,524,0.18,29_524_shc_2017-19.65,359.78,2.8,424.2,0.74,18.29,38.0,KARNATAKA,29,16.45799999999981,75.41599999999899,JAMKHANDI,HULYAL,0.31,0.385,8.2
0.82,Sufficient,0.78,2017-19,BAGALKOT,524,0.17,29_524_shc_2017-19.15,194.685,2.46,226.425,0.4,17.2,31.5,KARNATAKA,29,16.465999999999806,75.21199999999946,JAMKHANDI,RABKAVI,0.39,0.35,8.035
0.52,Sufficient,1.79,2017-19,BAGALKOT,524,0.49,29_524_shc_2017-19.26,201.37,6.19,412.73,0.72,25.12,45.0,KARNATAKA,29,16.471999999999802,75.07599999999978,JAMKHANDI,YELLATTI,0.49,0.46,7.9
0.61,Sufficient,0.95,2017-19,BAGALKOT,524,0.35,29_524_shc_2017-19.104,344.93,2.08,441.39,0.77,26.94,29.75,KARNATAKA,29,16.481999999999797,75.70399999999832,JAMKHANDI,LINGANUR,0.225,0.44,8.01
