Khu vực,Tiểu bang,Lượng mưa trung bình,Nhiệt độ trung bình của năm,Tỷ lệ đất được tưới tiêu,Tổng lượng phân bón tiêu thụ trong năm,Loại cây ở khu vực đó,Năng suất trung bình của khu vực
Kasaragodu,Karnataka,3522.8,27.2,Drip,0.0,Pepper,2810.0
Kasaragodu,Karnataka,2903.1,27.1,Drip,0.0,Pepper,841.0
Kasaragodu,Karnataka,2903.1,27.1,Drip,0.0,Pepper,3550.0
Kasaragodu,Karnataka,2903.1,27.1,Drip,0.0,Pepper,109.0
Kasaragodu,Karnataka,2996.6,26.8,Drip,0.0,Pepper,3368.0
Kasaragodu,Karnataka,2996.6,26.8,Drip,0.0,Pepper,3671.0
Kasaragodu,Karnataka,2996.6,26.8,Drip,0.0,Pepper,2404.0
Kasaragodu,Karnataka,3522.8,37.0,Basin,0.0,Pepper,2805.0
Kasaragodu,Karnataka,3522.8,37.0,Basin,0.0,Pepper,2331.0
Kasaragodu,Karnataka,3522.8,37.0,Basin,0.0,Pepper,2088.0
Kasaragodu,Karnataka,3729.8,38.0,Basin,0.0,Pepper,2628.0
Kasaragodu,Karnataka,3729.8,38.0,Basin,0.0,Pepper,1939.0
Raichur,Karnataka,3729.8,38.0,Basin,0.0,Pepper,1871.0
Raichur,Karnataka,2746.2,39.0,Basin,0.0,Pepper,1868.0
Raichur,Karnataka,3360.0,40.0,Basin,0.0,Arecanut,1901.0
Raichur,Karnataka,3360.0,40.0,Basin,0.0,Arecanut,972.0
Raichur,Karnataka,3605.4,41.0,Basin,0.0,Arecanut,874.0
Raichur,Karnataka,3605.4,41.0,Basin,0.0,Arecanut,592.0
Raichur,Karnataka,3605.4,41.0,Basin,0.0,Arecanut,864.0
Raichur,Karnataka,3512.4,42.0,Basin,0.0,Arecanut,5373.0
Raichur,Karnataka,3512.4,42.0,Basin,0.0,Arecanut,6589.0
Raichur,Karnataka,3512.4,42.0,Basin,0.0,Arecanut,5107.0
Raichur,Karnataka,3296.0,43.0,Basin,0.0,Arecanut,5518.0
Raichur,Karnataka,3296.0,27.0,Basin,0.0,Arecanut,4912.0
Raichur,Karnataka,3296.0,27.0,Basin,0.0,Arecanut,3830.0
Raichur,Karnataka,3550.0,27.0,Basin,0.0,Arecanut,4.0
Raichur,Karnataka,3550.0,27.0,Basin,0.0,Ginger,9.0
Raichur,Karnataka,3550.0,27.0,Basin,0.0,Ginger,12.0
Raichur,Karnataka,3654.0,27.0,Basin,0.0,Ginger,2089.0
Gulbarga,Karnataka,3654.0,27.2,Basin,0.0,Ginger,2810.0
Gulbarga,Karnataka,3654.0,27.2,Basin,0.0,Ginger,841.0
Gulbarga,Karnataka,3105.0,27.0,Basin,0.0,Ginger,2331.0
Gulbarga,Karnataka,3105.0,27.2,Basin,0.0,Ginger,2088.0
Gulbarga,Karnataka,3105.0,27.2,Basin,0.0,Ginger,2628.0
Gulbarga,Karnataka,2903.1,27.1,Basin,0.0,Tea,1868.0
Gulbarga,Karnataka,2996.6,26.8,Basin,0.0,Tea,1901.0
Gulbarga,Karnataka,2996.6,37.0,Spray,0.0,Tea,972.0
Gulbarga,Karnataka,3522.8,37.0,Spray,0.0,Tea,874.0
Gulbarga,Karnataka,3522.8,37.0,Spray,0.0,Tea,592.0
Gulbarga,Karnataka,3522.8,38.0,Spray,0.0,Tea,864.0
Gulbarga,Karnataka,2903.1,38.0,Spray,0.0,Tea,5373.0
Gulbarga,Karnataka,2903.1,38.0,Spray,0.0,Tea,6589.0
Gulbarga,Karnataka,2903.1,39.0,Spray,0.0,Tea,5107.0
Gulbarga,Karnataka,2996.6,39.0,Spray,0.0,Tea,5518.0
Gulbarga,Karnataka,2996.6,39.0,Spray,0.0,Tea,4912.0
Gulbarga,Karnataka,2996.6,40.0,Spray,0.0,Paddy,3830.0
Gulbarga,Karnataka,3522.8,40.0,Spray,0.0,Paddy,2783.0
Gulbarga,Karnataka,3522.8,41.0,Spray,0.0,Paddy,1533.0
Gulbarga,Karnataka,3729.8,41.0,Spray,0.0,Paddy,1647.0
Gulbarga,Karnataka,3729.8,41.0,Spray,0.0,Paddy,975.0
Gulbarga,Karnataka,3729.8,42.0,Spray,0.0,Paddy,2.0
Gulbarga,Karnataka,2746.2,42.0,Spray,0.0,Paddy,836.0
Gulbarga,Karnataka,2746.2,42.0,Spray,0.0,Paddy,806.0
Gulbarga,Karnataka,2746.2,43.0,Spray,0.0,Paddy,880.0
Gulbarga,Karnataka,3360.0,43.0,Spray,0.0,Paddy,770.0
Gulbarga,Karnataka,3360.0,128.0,Spray,0.0,Paddy,395.0
Gulbarga,Karnataka,3360.0,129.0,Spray,0.0,Paddy,187.0
Gulbarga,Karnataka,3605.4,130.0,Spray,0.0,Paddy,187.0
Gulbarga,Karnataka,3605.4,131.0,Spray,0.0,Paddy,121.0
Gulbarga,Karnataka,2903.1,132.0,Spray,0.0,Groundnut,103.0
Gulbarga,Karnataka,2903.1,133.0,Spray,0.0,Groundnut,71.0
Gulbarga,Karnataka,2903.1,134.0,Spray,0.0,Groundnut,3961.0
Gulbarga,Karnataka,2996.6,135.0,Spray,0.0,Groundnut,4247.0
Gulbarga,Karnataka,2996.6,136.0,Spray,0.0,Groundnut,3290.0
Gulbarga,Karnataka,2996.6,137.0,Spray,0.0,Groundnut,3138.0
Gulbarga,Karnataka,3522.8,138.0,Spray,0.0,Groundnut,3423.0
Gulbarga,Karnataka,3522.8,139.0,Spray,0.0,Groundnut,3899.0
Gulbarga,Karnataka,3522.8,140.0,Spray,0.0,Groundnut,4015.0
Gulbarga,Karnataka,3729.8,141.0,Spray,0.0,Groundnut,4279.0
Gulbarga,Karnataka,2903.1,142.0,Spray,0.0,Groundnut,4167.0
Gulbarga,Karnataka,2903.1,143.0,Spray,0.0,Groundnut,4479.0
Gulbarga,Karnataka,2903.1,144.0,Spray,0.0,Groundnut,3699.0
Gulbarga,Karnataka,2996.6,145.0,Spray,0.0,Groundnut,4904.0
Gulbarga,Karnataka,2996.6,146.0,Spray,0.0,Groundnut,2821.0
Gulbarga,Karnataka,2996.6,147.0,Spray,0.0,Blackgram,3472.0
Gulbarga,Karnataka,3522.8,148.0,Spray,0.0,Blackgram,3647.0
Gulbarga,Karnataka,3522.8,149.0,Spray,0.0,Blackgram,393.0
Gulbarga,Karnataka,3522.8,150.0,Spray,0.0,Blackgram,167.0
Gulbarga,Karnataka,3729.8,151.0,Spray,0.0,Blackgram,71.0
Gulbarga,Karnataka,3729.8,152.0,Drip,0.0,Blackgram,52.0
Gulbarga,Karnataka,2746.2,154.0,Drip,0.0,Blackgram,2783.0
Gulbarga,Karnataka,2746.2,155.0,Drip,0.0,Blackgram,1533.0
Gulbarga,Karnataka,2746.2,156.0,Drip,0.0,Blackgram,1647.0
Gulbarga,Karnataka,3360.0,157.0,Drip,0.0,Blackgram,975.0
Gulbarga,Karnataka,3360.0,158.0,Drip,0.0,Blackgram,2.0
Gulbarga,Karnataka,3360.0,159.0,Drip,0.0,Blackgram,836.0
Gulbarga,Karnataka,3605.4,160.0,Drip,0.0,Blackgram,806.0
Gulbarga,Karnataka,3605.4,161.0,Drip,0.0,Blackgram,880.0
Gulbarga,Karnataka,3605.4,162.0,Drip,0.0,Cashew,770.0
Gulbarga,Karnataka,3512.4,163.0,Drip,0.0,Cashew,395.0
Gulbarga,Karnataka,3512.4,164.0,Drip,0.0,Cashew,187.0
Gulbarga,Karnataka,3512.4,165.0,Drip,0.0,Cashew,187.0
Gulbarga,Karnataka,3296.0,166.0,Drip,0.0,Cashew,121.0
Gulbarga,Karnataka,3296.0,167.0,Drip,0.0,Cashew,103.0
Gulbarga,Karnataka,3296.0,168.0,Drip,0.0,Cashew,71.0
Gulbarga,Karnataka,3550.0,169.0,Drip,0.0,Cashew,3961.0
Gulbarga,Karnataka,3550.0,170.0,Drip,0.0,Cashew,4247.0
Gulbarga,Karnataka,3550.0,171.0,Drip,0.0,Cashew,3290.0
Gulbarga,Karnataka,3654.0,172.0,Drip,0.0,Cashew,3138.0
Gulbarga,Karnataka,3654.0,173.0,Drip,0.0,Cashew,3423.0
Gulbarga,Karnataka,3654.0,174.0,Drip,0.0,Cashew,3899.0
Gulbarga,Karnataka,3105.0,181.0,Drip,0.0,Coconut,2821.0
Gulbarga,Karnataka,3105.0,182.0,Drip,0.0,Coconut,3472.0
Gulbarga,Karnataka,3105.0,183.0,Drip,0.0,Coconut,3647.0
Gulbarga,Karnataka,2903.1,186.0,Drip,0.0,Coconut,71.0
Gulbarga,Karnataka,2903.1,187.0,Drip,0.0,Coconut,52.0
Gulbarga,Karnataka,2903.1,188.0,Drip,0.0,Coconut,2570.0
Gulbarga,Karnataka,2996.6,191.0,Drip,0.0,Coconut,1402.0
Gulbarga,Karnataka,3522.8,194.0,Drip,0.0,Ginger,1132.0
Madikeri,Karnataka,3729.8,197.0,Basin,0.0,Ginger,804.0
Madikeri,Karnataka,2746.2,200.0,Basin,0.0,Ginger,792.0
Madikeri,Karnataka,3360.0,202.0,Basin,0.0,Ginger,2570.0
Madikeri,Karnataka,3605.4,205.0,Basin,0.0,Ginger,1402.0
Madikeri,Karnataka,3512.4,208.0,Drip,0.0,Coconut,1132.0
Madikeri,Karnataka,3296.0,211.0,Drip,0.0,Coconut,804.0
Madikeri,Karnataka,3550.0,214.0,Drip,0.0,Coconut,792.0
Madikeri,Karnataka,3654.0,217.0,Drip,0.0,Coconut,338.0
Hassan,Karnataka,3105.0,27.0,Drip,0.0,Coconut,336.0
Hassan,Karnataka,2903.1,27.2,Drip,0.0,Coconut,316.0
Hassan,Karnataka,2996.6,27.0,Drip,0.0,Coconut,382.0
Hassan,Karnataka,3522.8,27.0,Drip,0.0,Coconut,231.0
Hassan,Karnataka,3729.8,27.2,Drip,0.0,Coconut,221.0
Hassan,Karnataka,2746.2,27.1,Drip,0.0,Coconut,291.0
Hassan,Karnataka,3360.0,26.8,Drip,0.0,Coconut,283.0
Hassan,Karnataka,3360.0,37.0,Drip,0.0,Coconut,7157.0
Hassan,Karnataka,3605.4,37.0,Drip,0.0,Coconut,8700.0
Hassan,Karnataka,3605.4,38.0,Drip,0.0,Coconut,8838.0
Hassan,Karnataka,3512.4,38.0,Drip,0.0,Coconut,8954.0
Hassan,Karnataka,3512.4,39.0,Basin,0.0,Coconut,9230.0
Hassan,Karnataka,3654.0,42.0,Basin,0.0,Coconut,114.0
Hassan,Karnataka,3105.0,27.0,Basin,0.0,Coconut,19.0
Hassan,Karnataka,3105.0,27.0,Basin,0.0,Coconut,32.0
Hassan,Karnataka,3105.0,27.0,Basin,0.0,Coconut,8.0
Hassan,Karnataka,3654.0,27.2,Basin,0.0,Coconut,44.0
Hassan,Karnataka,3105.0,27.0,Basin,0.0,Coconut,56.0
Hassan,Karnataka,3360.0,39.0,Spray,0.0,Coconut,2783.0
Hassan,Karnataka,3360.0,39.0,Spray,0.0,Coconut,1533.0
Hassan,Karnataka,3360.0,39.0,Spray,0.0,Coconut,1647.0
Hassan,Karnataka,3605.4,40.0,Spray,0.0,Coconut,975.0
Hassan,Karnataka,3605.4,40.0,Spray,0.0,Coconut,2.0
Hassan,Karnataka,3605.4,40.0,Spray,0.0,Coconut,836.0
Hassan,Karnataka,3512.4,41.0,Spray,0.0,Coconut,806.0
Hassan,Karnataka,3512.4,41.0,Spray,0.0,Coconut,880.0
Hassan,Karnataka,3512.4,41.0,Spray,0.0,Coconut,770.0
Hassan,Karnataka,3296.0,42.0,Spray,0.0,Coconut,395.0
Hassan,Karnataka,3296.0,42.0,Spray,0.0,Coconut,187.0
Hassan,Karnataka,3550.0,43.0,Spray,0.0,Coconut,121.0
Hassan,Karnataka,3550.0,27.0,Spray,0.0,Coconut,103.0
Hassan,Karnataka,3550.0,27.0,Spray,0.0,Coconut,71.0
Hassan,Karnataka,3654.0,27.0,Spray,0.0,Coconut,3961.0
Hassan,Karnataka,3654.0,27.0,Spray,0.0,Coconut,4247.0
Hassan,Karnataka,3654.0,27.0,Spray,0.0,Coconut,3290.0
Hassan,Karnataka,3105.0,27.0,Spray,0.0,Coconut,4479.0
Hassan,Karnataka,3105.0,27.0,Spray,0.0,Coconut,3699.0
Hassan,Karnataka,3105.0,27.0,Spray,0.0,Coconut,4904.0
Hassan,Karnataka,2903.1,27.0,Spray,0.0,Coconut,3647.0
Hassan,Karnataka,2903.1,27.2,Spray,0.0,Coconut,393.0
Hassan,Karnataka,2903.1,27.2,Spray,0.0,Coconut,167.0
Hassan,Karnataka,2996.6,27.2,Spray,0.0,Coconut,71.0
Hassan,Karnataka,2996.6,27.1,Spray,0.0,Coconut,52.0
Hassan,Karnataka,2996.6,27.1,Spray,0.0,Coconut,12.0
Hassan,Karnataka,3522.8,27.1,Spray,0.0,Coconut,51.0
Hassan,Karnataka,3522.8,26.8,Spray,0.0,Coconut,61.0
Hassan,Karnataka,3522.8,26.8,Spray,0.0,Coconut,67.0
Hassan,Karnataka,2903.1,27.1,Spray,0.0,Coconut,62.0
Hassan,Karnataka,2903.1,27.1,Spray,0.0,Coconut,32.0
Hassan,Karnataka,2903.1,26.8,Spray,0.0,Coconut,22.0
Hassan,Karnataka,2996.6,26.8,Spray,0.0,Coconut,25.0
Hassan,Karnataka,2996.6,26.8,Spray,0.0,Coconut,4.0
Hassan,Karnataka,2996.6,37.0,Drip,0.0,Cocoa,9.0
Hassan,Karnataka,3522.8,37.0,Drip,0.0,Cocoa,12.0
Hassan,Karnataka,3522.8,37.0,Drip,0.0,Cocoa,2089.0
Hassan,Karnataka,3522.8,38.0,Drip,0.0,Cocoa,2810.0
Hassan,Karnataka,3729.8,38.0,Drip,0.0,Cocoa,841.0
Hassan,Karnataka,3729.8,38.0,Drip,0.0,Cocoa,3550.0
Hassan,Karnataka,3729.8,39.0,Drip,0.0,Coffee,109.0
Hassan,Karnataka,2746.2,39.0,Drip,0.0,Coffee,3368.0
Hassan,Karnataka,2746.2,39.0,Drip,0.0,Coffee,3671.0
Hassan,Karnataka,2746.2,40.0,Drip,0.0,Coffee,2404.0
Hassan,Karnataka,3360.0,40.0,Drip,0.0,Coffee,2805.0
Mangalore,Karnataka,3360.0,40.0,Drip,0.0,Coffee,2331.0
Mangalore,Karnataka,3360.0,41.0,Drip,0.0,Coffee,2088.0
Mangalore,Karnataka,3605.4,41.0,Drip,0.0,Coffee,2628.0
Mangalore,Karnataka,3605.4,41.0,Drip,0.0,Coffee,1939.0
Mangalore,Karnataka,3605.4,42.0,Drip,0.0,Coffee,1871.0
Mangalore,Karnataka,3512.4,42.0,Drip,0.0,Coffee,1868.0
Mangalore,Karnataka,3296.0,27.0,Drip,0.0,Coffee,1901.0
Mangalore,Karnataka,3296.0,27.0,Drip,0.0,Cardamum,972.0
Mangalore,Karnataka,3550.0,27.0,Drip,0.0,Cardamum,874.0
Mangalore,Karnataka,3550.0,27.2,Drip,0.0,Cardamum,592.0
Mangalore,Karnataka,3550.0,27.2,Drip,0.0,Cardamum,864.0
Mangalore,Karnataka,3654.0,27.2,Drip,0.0,Cardamum,5373.0
Mangalore,Karnataka,3654.0,27.0,Drip,0.0,Cardamum,6589.0
Mangalore,Karnataka,3654.0,27.0,Drip,0.0,Cardamum,5107.0
Kodagu,Karnataka,3105.0,27.2,Drip,0.0,Cardamum,2089.0
Kodagu,Karnataka,3105.0,27.1,Drip,0.0,Cardamum,2810.0
Kodagu,Karnataka,3105.0,27.1,Drip,0.0,Pepper,841.0
Kodagu,Karnataka,2903.1,26.8,Drip,0.0,Pepper,3368.0
Kodagu,Karnataka,2903.1,26.8,Drip,0.0,Pepper,3671.0
Kodagu,Karnataka,2903.1,37.0,Drip,0.0,Pepper,2404.0
Kodagu,Karnataka,2996.6,37.0,Drip,0.0,Pepper,2805.0
Kodagu,Karnataka,2996.6,37.0,Drip,0.0,Pepper,2331.0
Kodagu,Karnataka,2996.6,38.0,Basin,0.0,Pepper,2088.0
Kodagu,Karnataka,3522.8,38.0,Basin,0.0,Pepper,2628.0
Kodagu,Karnataka,3522.8,38.0,Basin,0.0,Pepper,1939.0
Kodagu,Karnataka,3522.8,39.0,Basin,0.0,Pepper,1871.0
Kodagu,Karnataka,2903.1,39.0,Basin,0.0,Pepper,1868.0
Kodagu,Karnataka,2996.6,40.0,Basin,0.0,Arecanut,1901.0
Kodagu,Karnataka,2996.6,41.0,Basin,0.0,Arecanut,972.0
Kodagu,Karnataka,3522.8,41.0,Basin,0.0,Arecanut,874.0
Kodagu,Karnataka,3522.8,41.0,Basin,0.0,Arecanut,592.0
Kodagu,Karnataka,3522.8,42.0,Basin,0.0,Arecanut,864.0
Kodagu,Karnataka,3729.8,42.0,Basin,0.0,Arecanut,5373.0
Kodagu,Karnataka,3729.8,42.0,Basin,0.0,Arecanut,6589.0
Mysuru,Karnataka,3729.8,43.0,Basin,0.0,Arecanut,5107.0
Mysuru,Karnataka,2746.2,43.0,Basin,0.0,Arecanut,5518.0
Mysuru,Karnataka,2746.2,27.0,Basin,0.0,Arecanut,4912.0
Mysuru,Karnataka,2746.2,27.0,Basin,0.0,Arecanut,3830.0
Mysuru,Karnataka,3360.0,27.0,Basin,0.0,Arecanut,4.0
Mysuru,Karnataka,3360.0,27.0,Basin,0.0,Arecanut,9.0
Mysuru,Karnataka,3360.0,27.0,Basin,0.0,Arecanut,12.0
Mysuru,Karnataka,3605.4,27.0,Basin,0.0,Ginger,2089.0
Mysuru,Karnataka,3605.4,27.2,Basin,0.0,Ginger,2810.0
Mysuru,Karnataka,3605.4,27.2,Basin,0.0,Ginger,841.0
Mysuru,Karnataka,3512.4,27.2,Basin,0.0,Ginger,3550.0
Mysuru,Karnataka,3512.4,27.0,Basin,0.0,Ginger,109.0
Mysuru,Karnataka,3512.4,27.0,Basin,0.0,Ginger,3368.0
Mysuru,Karnataka,3296.0,27.0,Basin,0.0,Ginger,3671.0
Mysuru,Karnataka,3296.0,27.0,Basin,0.0,Ginger,2404.0
Mysuru,Karnataka,3296.0,27.0,Basin,0.0,Ginger,2805.0
Mysuru,Karnataka,3550.0,27.0,Basin,0.0,Ginger,2331.0
Mysuru,Karnataka,3550.0,27.2,Basin,0.0,Ginger,2088.0
Mysuru,Karnataka,3550.0,27.2,Basin,0.0,Ginger,2628.0
Mysuru,Karnataka,3654.0,27.2,Basin,0.0,Ginger,1939.0
Mysuru,Karnataka,3654.0,27.1,Basin,0.0,Ginger,1871.0
Mysuru,Karnataka,3654.0,27.1,Basin,0.0,Ginger,1868.0
Mysuru,Karnataka,3105.0,37.0,Spray,0.0,Tea,592.0
Mysuru,Karnataka,3105.0,38.0,Spray,0.0,Tea,864.0
Mysuru,Karnataka,3105.0,38.0,Spray,0.0,Tea,5373.0
Mysuru,Karnataka,2903.1,39.0,Spray,0.0,Tea,5518.0
Mysuru,Karnataka,2903.1,39.0,Spray,0.0,Tea,4912.0
Mysuru,Karnataka,2903.1,40.0,Spray,0.0,Tea,3830.0
Mysuru,Karnataka,2996.6,40.0,Spray,0.0,Paddy,2783.0
Mysuru,Karnataka,2996.6,41.0,Spray,0.0,Paddy,1533.0
Mysuru,Karnataka,3522.8,41.0,Spray,0.0,Paddy,1647.0
Mysuru,Karnataka,3522.8,41.0,Spray,0.0,Paddy,975.0
Mysuru,Karnataka,3522.8,42.0,Spray,0.0,Paddy,2.0
Mysuru,Karnataka,2903.1,42.0,Spray,0.0,Paddy,836.0
Mysuru,Karnataka,2903.1,42.0,Spray,0.0,Paddy,806.0
Mysuru,Karnataka,2903.1,43.0,Spray,0.0,Paddy,880.0
Mysuru,Karnataka,2996.6,27.0,Spray,0.0,Paddy,770.0
Mysuru,Karnataka,2996.6,27.0,Spray,0.0,Paddy,395.0
Mysuru,Karnataka,2996.6,27.0,Spray,0.0,Paddy,187.0
Mysuru,Karnataka,3522.8,27.0,Spray,0.0,Paddy,187.0
Mysuru,Karnataka,3522.8,27.0,Spray,0.0,Paddy,121.0
Mysuru,Karnataka,3522.8,27.0,Spray,0.0,Paddy,103.0
Mysuru,Karnataka,3729.8,27.2,Spray,0.0,Paddy,71.0
Mysuru,Karnataka,3729.8,27.2,Spray,0.0,Groundnut,3961.0
Mysuru,Karnataka,3729.8,27.2,Spray,0.0,Groundnut,4247.0
Mysuru,Karnataka,2746.2,27.0,Spray,0.0,Groundnut,3290.0
Kasaragodu,Karnataka,2746.2,27.0,Spray,0.0,Groundnut,3138.0
Kasaragodu,Karnataka,2746.2,27.0,Spray,0.0,Groundnut,3423.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Groundnut,3899.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Groundnut,4015.0
Kasaragodu,Karnataka,3360.0,27.0,Spray,0.0,Groundnut,4279.0
Kasaragodu,Karnataka,3605.4,27.2,Spray,0.0,Groundnut,4167.0
Kasaragodu,Karnataka,3605.4,27.2,Spray,0.0,Groundnut,4479.0
Kasaragodu,Karnataka,2903.1,27.2,Spray,0.0,Groundnut,3699.0
Kasaragodu,Karnataka,2903.1,27.1,Spray,0.0,Groundnut,4904.0
Kasaragodu,Karnataka,2903.1,27.1,Spray,0.0,Groundnut,2821.0
Kasaragodu,Karnataka,2996.6,27.1,Spray,0.0,Groundnut,3472.0
Kasaragodu,Karnataka,2996.6,26.8,Spray,0.0,Groundnut,3647.0
Kasaragodu,Karnataka,2996.6,26.8,Spray,0.0,Blackgram,393.0
Kasaragodu,Karnataka,3522.8,26.8,Spray,0.0,Blackgram,167.0
Kasaragodu,Karnataka,3522.8,37.0,Spray,0.0,Blackgram,71.0
Kasaragodu,Karnataka,3522.8,37.0,Spray,0.0,Blackgram,52.0
Kasaragodu,Karnataka,3729.8,38.0,Drip,0.0,Blackgram,2783.0
Kasaragodu,Karnataka,3729.8,38.0,Drip,0.0,Blackgram,1533.0
Kasaragodu,Karnataka,2746.2,38.0,Drip,0.0,Blackgram,1647.0
Kasaragodu,Karnataka,2746.2,39.0,Drip,0.0,Blackgram,975.0
Kasaragodu,Karnataka,2746.2,39.0,Drip,0.0,Blackgram,2.0
Kasaragodu,Karnataka,3360.0,39.0,Drip,0.0,Blackgram,836.0
Kasaragodu,Karnataka,3360.0,40.0,Drip,0.0,Blackgram,806.0
Kasaragodu,Karnataka,3360.0,40.0,Drip,0.0,Blackgram,880.0
Kasaragodu,Karnataka,3605.4,40.0,Drip,0.0,Blackgram,770.0
Kasaragodu,Karnataka,3605.4,41.0,Drip,0.0,Blackgram,395.0
Kasaragodu,Karnataka,3605.4,41.0,Drip,0.0,Cashew,187.0
Kasaragodu,Karnataka,3512.4,41.0,Drip,0.0,Cashew,187.0
Kasaragodu,Karnataka,3512.4,42.0,Drip,0.0,Cashew,121.0
Raichur,Karnataka,3512.4,42.0,Drip,0.0,Cashew,103.0
Raichur,Karnataka,3296.0,42.0,Drip,0.0,Cashew,71.0
Raichur,Karnataka,3550.0,43.0,Drip,0.0,Cashew,3961.0
Raichur,Karnataka,3550.0,43.0,Drip,0.0,Cashew,4247.0
Raichur,Karnataka,3550.0,128.0,Drip,0.0,Cashew,3290.0
Raichur,Karnataka,3654.0,129.0,Drip,0.0,Cashew,3138.0
Raichur,Karnataka,3654.0,130.0,Drip,0.0,Cashew,3423.0
Raichur,Karnataka,3654.0,131.0,Drip,0.0,Cashew,3899.0
Raichur,Karnataka,3105.0,138.0,Drip,0.0,Coconut,2821.0
Raichur,Karnataka,3105.0,139.0,Drip,0.0,Coconut,3472.0
Raichur,Karnataka,3105.0,140.0,Drip,0.0,Coconut,3647.0
Raichur,Karnataka,2903.1,143.0,Drip,0.0,Coconut,71.0
Raichur,Karnataka,2903.1,144.0,Drip,0.0,Coconut,52.0
Raichur,Karnataka,2903.1,145.0,Drip,0.0,Coconut,2570.0
Raichur,Karnataka,2996.6,148.0,Drip,0.0,Coconut,1402.0
Raichur,Karnataka,3550.0,151.0,Drip,0.0,Coconut,1132.0
Gulbarga,Karnataka,3654.0,154.0,Drip,0.0,Ginger,804.0
Gulbarga,Karnataka,3105.0,162.0,Basin,0.0,Ginger,1402.0
Gulbarga,Karnataka,2903.1,168.0,Drip,0.0,Coconut,804.0
Gulbarga,Karnataka,2996.6,171.0,Drip,0.0,Coconut,792.0
Gulbarga,Karnataka,2903.1,174.0,Drip,0.0,Coconut,338.0
Gulbarga,Karnataka,2996.6,177.0,Drip,0.0,Coconut,404.0
Gulbarga,Karnataka,3522.8,180.0,Drip,0.0,Coconut,343.0
Gulbarga,Karnataka,3729.8,183.0,Drip,0.0,Coconut,336.0
Gulbarga,Karnataka,2746.2,186.0,Drip,0.0,Coconut,316.0
Gulbarga,Karnataka,3360.0,189.0,Drip,0.0,Coconut,382.0
Madikeri,Karnataka,3605.4,192.0,Drip,0.0,Coconut,231.0
Madikeri,Karnataka,3512.4,195.0,Drip,0.0,Coconut,221.0
Madikeri,Karnataka,3296.0,198.0,Drip,0.0,Coconut,291.0
Madikeri,Karnataka,3550.0,201.0,Drip,0.0,Coconut,283.0
Madikeri,Karnataka,3654.0,203.0,Drip,0.0,Coconut,7157.0
Madikeri,Karnataka,3654.0,204.0,Drip,0.0,Coconut,8700.0
Madikeri,Karnataka,2903.1,218.0,Basin,0.0,Coconut,114.0
Madikeri,Karnataka,2903.1,219.0,Basin,0.0,Coconut,3.0
Madikeri,Karnataka,2996.6,220.0,Basin,0.0,Coconut,95.0
Chikmangaluru,Karnataka,2996.6,221.0,Basin,0.0,Coconut,19.0
Chikmangaluru,Karnataka,2996.6,222.0,Basin,0.0,Coconut,54.0
Chikmangaluru,Karnataka,3522.8,27.0,Basin,0.0,Coconut,13.0
Chikmangaluru,Karnataka,3522.8,27.0,Basin,0.0,Coconut,123.0
Chikmangaluru,Karnataka,3522.8,27.0,Basin,0.0,Coconut,19.0
Chikmangaluru,Karnataka,3729.8,27.0,Basin,0.0,Coconut,32.0
Chikmangaluru,Karnataka,3729.8,27.0,Basin,0.0,Coconut,8.0
Chikmangaluru,Karnataka,3729.8,27.2,Basin,0.0,Coconut,50.0
Chikmangaluru,Karnataka,2746.2,27.2,Basin,0.0,Coconut,10.0
Chikmangaluru,Karnataka,2746.2,27.2,Basin,0.0,Coconut,29.0
Chikmangaluru,Karnataka,2746.2,27.0,Basin,0.0,Coconut,44.0
Chikmangaluru,Karnataka,3360.0,27.0,Basin,0.0,Coconut,33.0
Chikmangaluru,Karnataka,3360.0,27.0,Basin,0.0,Coconut,14.0
Chikmangaluru,Karnataka,3360.0,27.0,Basin,0.0,Coconut,56.0
Chikmangaluru,Karnataka,3605.4,27.0,Basin,0.0,Coconut,26.0
Chikmangaluru,Karnataka,3605.4,27.0,Basin,0.0,Coconut,98.0
Chikmangaluru,Karnataka,3605.4,27.2,Basin,0.0,Coconut,3.0
Chikmangaluru,Karnataka,2903.1,39.0,Basin,0.0,Coconut,2783.0
Chikmangaluru,Karnataka,2903.1,39.0,Spray,0.0,Coconut,1533.0
Chikmangaluru,Karnataka,2903.1,40.0,Spray,0.0,Coconut,1647.0
Chikmangaluru,Karnataka,2996.6,40.0,Spray,0.0,Coconut,975.0
Chikmangaluru,Karnataka,2996.6,40.0,Spray,0.0,Coconut,2.0
Chikmangaluru,Karnataka,2996.6,41.0,Spray,0.0,Coconut,836.0
Chikmangaluru,Karnataka,3522.8,41.0,Spray,0.0,Coconut,806.0
Chikmangaluru,Karnataka,3522.8,41.0,Spray,0.0,Coconut,880.0
Chikmangaluru,Karnataka,3522.8,42.0,Spray,0.0,Coconut,770.0
Chikmangaluru,Karnataka,3729.8,42.0,Spray,0.0,Coconut,395.0
Chikmangaluru,Karnataka,3729.8,42.0,Spray,0.0,Coconut,187.0
Chikmangaluru,Karnataka,3729.8,43.0,Spray,0.0,Coconut,187.0
Chikmangaluru,Karnataka,2746.2,43.0,Spray,0.0,Coconut,121.0
